device_brand,os,screen_size,front_camera_mp,release_year
Lenovo,Android,12.7,2.0,2016
Lenovo,Android,10.29,2.0,2016
Lenovo,Android,10.29,2.0,2016
Lenovo,Android,12.83,5.0,2016
Lenovo,Android,12.83,8.0,2016
Lenovo,Android,12.7,8.0,2016
Lenovo,Android,12.7,8.0,2016
Lenovo,Android,25.43,5.0,2016
Lenovo,Android,10.16,0.3,2016
Lenovo,Android,12.7,5.0,2016
Lenovo,Android,12.7,5.0,2016
Lenovo,Android,15.34,8.0,2016
Lenovo,Android,15.34,5.0,2016
Lenovo,Android,15.34,8.0,2016
Lenovo,Android,12.7,8.0,2016
Lenovo,Android,12.7,2.0,2016
Lenovo,Android,12.75,8.0,2016
Lenovo,Android,25.43,5.0,2016
Lenovo,Android,20.32,2.0,2016
Lenovo,Android,17.78,0.3,2016
Lenovo,Android,12.7,5.0,2016
Lenovo,Android,12.7,5.0,2016
Lenovo,Android,12.83,5.0,2016
Lenovo,Android,12.83,5.0,2016
Lenovo,Android,12.83,8.0,2016
Lenovo,Android,12.7,5.0,2016
Lenovo,Android,12.7,8.0,2016
Lenovo,Android,12.83,5.0,2016
Lenovo,Android,12.83,5.0,2015
Lenovo,Android,12.83,8.0,2015
Lenovo,Android,12.7,2.0,2015
Lenovo,Android,25.43,5.0,2015
Lenovo,Android,20.32,5.0,2015
Lenovo,Android,10.16,0.3,2015
Lenovo,Android,17.73,5.0,2015
Lenovo,Android,15.44,5.0,2015
Lenovo,Android,12.83,5.0,2015
Lenovo,Android,12.7,5.0,2015
Lenovo,Android,12.7,2.0,2015
Lenovo,Android,12.7,5.0,2015
Lenovo,Android,12.7,5.0,2015
Lenovo,Android,12.83,8.0,2015
Lenovo,Android,10.29,2.0,2015
Lenovo,Android,12.83,0.3,2015
Lenovo,Android,12.7,2.0,2015
Lenovo,Android,12.83,5.0,2015
Lenovo,Android,12.7,5.0,2015
Lenovo,Android,12.7,2.0,2015
Lenovo,Android,10.16,5.0,2015
Lenovo,Android,12.83,5.0,2015
Lenovo,Android,12.7,8.0,2015
Lenovo,Android,12.83,5.0,2015
Lenovo,Android,12.83,5.0,2015
Lenovo,Android,12.7,2.0,2015
Lenovo,Android,25.43,5.0,2015
Lenovo,Android,20.32,2.0,2015
Lenovo,Android,12.7,5.0,2015
Lenovo,Android,17.78,0.3,2015
Lenovo,Android,17.78,0.3,2015
Lenovo,Android,17.78,5.0,2015
Lenovo,Android,12.7,2.0,2015
Lenovo,Android,12.83,5.0,2015
Lenovo,Android,12.78,13.0,2015
Lenovo,Android,12.7,2.0,2014
Lenovo,Android,15.24,5.0,2014
Lenovo,Android,12.83,2.0,2014
Lenovo,Android,12.83,1.6,2014
Lenovo,Android,10.16,2.0,2014
Lenovo,Android,12.7,8.0,2014
Lenovo,Android,12.7,2.0,2014
Lenovo,Android,12.7,2.0,2014
Lenovo,Android,25.43,1.6,2014
Lenovo,Android,20.32,1.6,2014
Lenovo,Android,20.32,1.6,2014
Lenovo,Android,12.7,5.0,2014
Lenovo,Android,12.83,8.0,2014
Lenovo,Android,12.83,0.3,2014
Lenovo,Android,15.24,5.0,2014
Lenovo,Android,12.7,5.0,2014
Lenovo,Android,12.78,5.0,2014
Lenovo,Android,15.24,1.6,2014
Lenovo,Android,15.24,0.3,2014
Lenovo,Android,12.7,0.3,2014
Lenovo,Android,10.16,1.8,2014
Lenovo,Android,10.29,0.3,2014
Lenovo,Android,25.43,2.0,2014
Lenovo,Android,20.32,2.0,2014
Lenovo,Android,17.78,2.0,2014
Lenovo,Android,17.78,0.3,2014
Lenovo,Android,25.43,1.6,2014
Lenovo,Android,12.78,1.6,2014
Lenovo,Android,12.7,5.0,2014
Lenovo,Android,10.34,0.3,2014
Lenovo,Android,15.24,0.3,2014
Lenovo,Android,12.7,1.6,2014
Lenovo,Android,15.24,1.6,2013
Lenovo,Android,10.34,0.3,2013
Lenovo,Android,12.83,5.0,2013
Lenovo,Android,25.43,1.6,2013
Lenovo,Android,20.32,1.6,2013
Lenovo,Android,10.29,1.0,2013
Lenovo,Android,12.7,5.0,2013
Lenovo,Android,17.78,1.6,2013
Lenovo,Android,12.83,0.3,2013
Lenovo,Android,10.29,0.3,2013
Lenovo,Android,12.7,0.3,2013
Lenovo,Android,10.34,2.0,2013
Lenovo,Android,10.16,1.0,2013
Lenovo,Android,7.75,1.0,2013
Lenovo,Android,12.78,2.0,2013
Lenovo,Android,17.78,0.3,2013
Lenovo,Android,17.78,0.3,2013
Lenovo,Android,12.83,2.0,2013
Lenovo,Android,12.7,0.3,2013
Lenovo,Android,17.78,0.3,2013
Lenovo,Android,12.7,0.3,2013
Lenovo,Android,10.29,1.0,2013
Lenovo,Android,10.29,1.0,2013
Lenovo,Android,10.16,1.0,2013
Lenovo,Android,10.29,1.0,2013
LG,Android,15.34,13.0,2019
LG,Android,15.27,13.0,2019
LG,Android,15.27,8.0,2019
LG,Android,15.34,5.0,2018
LG,Android,15.27,8.0,2018
LG,Android,15.29,5.0,2018
LG,Android,12.78,5.0,2018
LG,Android,15.29,5.0,2018
LG,Android,15.29,8.0,2018
LG,Android,15.24,8.0,2018
LG,Android,12.83,5.0,2018
LG,Android,15.27,8.0,2018
LG,Android,15.24,5.0,2018
LG,Android,12.78,8.0,2018
LG,Android,12.78,5.0,2018
LG,Android,15.24,5.0,2017
LG,Android,12.75,5.0,2017
LG,Android,12.83,5.0,2017
LG,Android,20.32,5.0,2017
LG,Android,12.75,5.0,2017
LG,Android,12.88,5.0,2017
LG,Android,12.83,5.0,2017
LG,Android,12.88,5.0,2017
LG,Android,12.88,5.0,2016
LG,Android,12.78,5.0,2017
LG,Android,12.78,5.0,2016
LG,Android,12.78,5.0,2016
LG,Android,12.7,5.0,2016
LG,Android,12.7,5.0,2017
LG,Android,12.7,5.0,2016
LG,Android,10.29,2.0,2016
LG,Android,25.43,5.0,2016
LG,Android,12.88,5.0,2016
LG,Android,12.7,5.0,2016
LG,Android,12.83,5.0,2016
LG,Android,12.83,5.0,2016
LG,Android,12.83,8.0,2016
LG,Android,20.32,5.0,2016
LG,Android,20.32,5.0,2016
LG,Android,12.78,5.0,2016
LG,Android,12.7,5.0,2016
LG,Android,12.88,5.0,2016
LG,Android,12.88,5.0,2016
LG,Android,12.7,2.0,2016
LG,Android,10.29,0.3,2016
LG,Android,12.78,8.0,2016
LG,Android,12.78,8.0,2016
LG,Android,12.75,8.0,2016
LG,Android,12.52,8.0,2016
LG,Android,12.7,5.0,2016
LG,Android,12.88,8.0,2016
LG,Android,12.78,5.0,2016
LG,Android,12.7,5.0,2016
LG,Android,10.29,2.0,2016
LG,Android,12.83,8.0,2015
LG,Android,12.88,5.0,2015
LG,Android,12.88,5.0,2015
LG,Android,12.75,5.0,2015
LG,Android,12.7,8.0,2015
LG,Android,25.43,2.0,2015
LG,Android,20.32,2.0,2015
LG,Android,7.67,0.3,2015
LG,Android,10.29,0.3,2015
LG,Android,12.7,5.0,2015
LG,Android,12.75,5.0,2015
LG,Others,7.62,5.0,2015
LG,Android,12.7,5.0,2015
LG,Android,12.83,8.0,2015
LG,Android,12.83,8.0,2015
LG,Android,12.88,5.0,2015
LG,Android,12.88,5.0,2015
LG,Android,12.7,2.1,2015
LG,Android,12.7,5.0,2015
LG,Android,10.34,1.0,2015
LG,Android,10.29,0.3,2015
LG,Android,10.16,0.3,2015
LG,Android,12.83,2.1,2015
LG,Android,10.29,0.3,2014
LG,Android,12.7,1.3,2014
LG,Android,10.29,0.3,2014
LG,Android,12.83,2.1,2014
LG,Android,12.93,2.1,2014
LG,Android,10.29,0.3,2014
LG,Android,10.24,0.3,2014
LG,Android,10.24,0.3,2014
LG,Android,12.83,1.3,2014
LG,Android,12.7,1.0,2014
LG,Android,10.29,0.3,2014
LG,Android,20.32,1.3,2014
LG,Android,12.88,1.3,2014
LG,Android,12.75,2.1,2014
LG,Android,17.78,0.3,2014
LG,Android,10.16,0.3,2014
LG,Android,7.67,1.3,2014
LG,Android,12.88,1.3,2014
LG,Android,12.83,2.1,2014
LG,Android,12.7,1.3,2014
LG,Android,12.7,1.3,2014
LG,Android,10.24,0.3,2014
LG,Android,12.83,2.1,2014
LG,Android,12.83,2.1,2014
LG,Android,10.34,1.3,2014
LG,Android,25.43,1.3,2014
LG,Android,25.43,1.3,2014
LG,Android,20.32,1.3,2014
LG,Android,17.78,1.3,2014
LG,Android,12.7,0.3,2014
LG,Android,10.34,0.3,2014
LG,Android,10.24,0.3,2014
LG,Android,20.4,1.3,2014
LG,Android,10.29,0.3,2014
LG,Android,10.34,1.3,2014
LG,Android,10.34,1.3,2014
LG,Android,10.34,1.3,2014
LG,Android,10.34,0.3,2014
LG,Android,10.34,1.3,2014
LG,Android,10.29,0.3,2014
LG,Android,10.29,0.3,2014
LG,Android,7.75,1.3,2014
LG,Android,7.75,1.3,2014
LG,Android,12.93,2.1,2014
LG,Android,7.62,1.3,2014
LG,Android,10.16,0.3,2014
LG,Android,12.83,2.1,2013
LG,Android,12.57,1.3,2013
LG,Android,15.24,2.1,2013
LG,Others,10.16,1.3,2013
LG,Android,12.83,1.3,2013
LG,Android,12.83,1.3,2013
LG,Android,7.67,1.3,2013
LG,Android,20.4,1.3,2013
LG,Android,12.75,2.1,2013
LG,Android,10.34,1.3,2013
LG,Android,10.16,0.3,2013
LG,Android,10.34,1.3,2013
LG,Android,7.82,1.3,2013
LG,Android,7.82,1.3,2013
LG,Android,7.67,1.3,2013
LG,Android,10.16,0.3,2013
LG,Android,10.24,1.3,2013
LG,Android,10.34,1.3,2013
LG,Android,10.29,1.3,2013
LG,Android,10.24,1.3,2013
LG,Android,12.83,2.1,2013
LG,Android,10.24,0.3,2013
LG,Android,10.24,0.3,2013
LG,Android,10.16,1.3,2013
LG,Android,10.16,1.3,2013
LG,Android,7.67,1.3,2013
LG,Android,7.67,1.3,2013
LG,Android,7.62,1.3,2013
LG,Others,5.13,1.3,2013
LG,Others,5.13,1.3,2013
Meizu,Android,15.29,20.0,2019
Meizu,Android,13.84,13.0,2018
Meizu,Android,13.84,8.0,2018
Meizu,Android,15.24,8.0,2018
Meizu,Android,15.29,20.0,2018
Meizu,Android,12.88,5.0,2018
Meizu,Android,12.88,5.0,2018
Meizu,Android,15.24,20.0,2018
Meizu,Android,15.24,20.0,2018
Meizu,Android,15.37,20.0,2018
Meizu,Android,13.84,8.0,2018
Meizu,Android,12.88,8.0,2018
Meizu,Android,15.11,20.0,2018
Meizu,Android,13.87,20.0,2018
Meizu,Android,13.87,20.0,2018
Meizu,Android,15.21,8.0,2018
Meizu,Android,12.88,8.0,2018
Meizu,Android,12.75,8.0,2017
Meizu,Android,12.83,16.0,2017
Meizu,Android,12.88,16.0,2017
Meizu,Android,12.75,16.0,2017
Meizu,Android,12.7,5.0,2017
Meizu,Android,12.83,8.0,2017
Meizu,Android,12.75,5.0,2017
Meizu,Android,12.83,5.0,2016
Meizu,Android,12.88,5.0,2016
Meizu,Android,12.83,5.0,2016
Meizu,Android,12.7,5.0,2016
Meizu,Android,12.83,5.0,2016
Meizu,Android,12.75,5.0,2016
Meizu,Android,12.75,5.0,2016
Meizu,Android,15.24,5.0,2016
Meizu,Android,12.83,5.0,2016
Meizu,Android,12.83,5.0,2016
Meizu,Android,12.7,5.0,2016
Meizu,Android,12.7,5.0,2016
Meizu,Android,12.75,5.0,2016
Meizu,Android,12.83,5.0,2016
Meizu,Android,12.83,5.0,2015
Meizu,Android,12.88,5.0,2015
Meizu,Android,12.7,5.0,2015
Meizu,Android,12.83,5.0,2015
Meizu,Android,12.83,5.0,2015
Meizu,Android,12.83,5.0,2014
Meizu,Android,12.7,5.0,2015
Meizu,Android,12.83,5.0,2014
Meizu,Android,13.61,2.0,2014
Meizu,Android,12.73,2.0,2013
Micromax,Android,12.7,5.0,2017
Micromax,Android,12.83,5.0,2017
Micromax,Android,10.16,0.3,2017
Micromax,Android,12.83,13.0,2017
Micromax,Android,10.29,2.0,2017
Micromax,Android,12.83,5.0,2017
Micromax,Android,12.7,2.0,2017
Micromax,Android,10.29,2.0,2017
Micromax,Android,10.29,2.0,2016
Micromax,Android,10.16,2.0,2016
Micromax,Android,12.7,2.0,2016
Micromax,Android,12.7,5.0,2016
Micromax,Android,15.24,5.0,2016
Micromax,Android,12.7,2.0,2016
Micromax,Android,12.83,5.0,2016
Micromax,Android,12.7,5.0,2016
Micromax,Android,10.29,5.0,2016
Micromax,Android,12.83,5.0,2016
Micromax,Android,12.83,5.0,2016
Micromax,Android,12.83,8.0,2016
Micromax,Android,12.7,2.0,2015
Micromax,Android,12.7,5.0,2015
Micromax,Android,12.83,5.0,2015
Micromax,Android,10.34,5.0,2015
Micromax,Android,12.7,5.0,2015
Micromax,Android,12.7,2.0,2015
Micromax,Android,12.75,5.0,2015
Micromax,Android,12.83,5.0,2015
Micromax,Android,12.7,2.0,2015
Micromax,Android,7.75,0.3,2015
Micromax,Android,12.7,5.0,2015
Micromax,Android,10.36,5.0,2015
Micromax,Android,20.32,2.0,2015
Micromax,Android,12.7,5.0,2015
Micromax,Android,10.29,2.0,2015
Micromax,Android,15.24,2.0,2015
Micromax,Android,12.7,5.0,2015
Micromax,Android,10.34,2.0,2015
Micromax,Android,12.83,0.3,2015
Micromax,Android,10.34,2.0,2015
Micromax,Android,10.16,0.3,2015
Micromax,Android,12.7,2.0,2015
Micromax,Android,10.16,0.3,2015
Micromax,Android,12.7,0.3,2015
Micromax,Android,10.29,0.3,2015
Micromax,Android,10.16,0.3,2014
Micromax,Android,10.29,2.0,2015
Micromax,Android,20.32,2.0,2015
Micromax,Android,17.78,0.3,2015
Micromax,Android,10.34,13.0,2014
Micromax,Android,12.7,2.0,2015
Micromax,Android,10.34,5.0,2014
Micromax,Android,10.29,2.0,2014
Micromax,Android,12.7,5.0,2014
Micromax,Android,10.16,0.3,2014
Micromax,Android,12.83,2.0,2014
Micromax,Android,12.7,2.0,2014
Micromax,Android,10.16,0.3,2014
Micromax,Android,12.83,5.0,2014
Micromax,Windows,12.7,2.0,2014
Micromax,Windows,10.16,0.3,2014
Micromax,Android,10.16,0.3,2014
Micromax,Android,10.34,2.0,2014
Micromax,Android,12.7,0.3,2014
Micromax,Others,5.28,2.0,2014
Micromax,Android,12.7,2.0,2014
Micromax,Android,12.7,2.0,2014
Micromax,Android,15.24,0.3,2014
Micromax,Android,10.16,0.3,2014
Micromax,Others,5.18,0.3,2013
Micromax,Others,5.16,0.3,2013
Micromax,Android,12.7,2.0,2014
Micromax,Android,7.75,2.0,2014
Micromax,Android,12.7,8.0,2014
Micromax,Android,10.34,5.0,2014
Micromax,Android,10.29,5.0,2014
Micromax,Android,15.24,5.0,2014
Micromax,Android,12.7,2.0,2013
Micromax,Android,10.16,0.3,2013
Micromax,Android,12.7,0.3,2013
Micromax,Android,12.7,2.0,2013
Micromax,Android,12.7,5.0,2013
Micromax,Android,20.32,2.0,2013
Micromax,Android,10.29,0.3,2013
Micromax,Android,10.29,0.3,2013
Micromax,Android,12.88,5.0,2013
Micromax,Android,12.7,0.3,2013
Micromax,Android,12.7,5.0,2013
Micromax,Android,10.29,0.3,2013
Micromax,Android,12.7,2.0,2013
Micromax,Others,5.28,0.3,2013
Micromax,Others,5.28,0.3,2013
Micromax,Others,5.23,0.3,2013
Micromax,Others,5.18,0.3,2013
Micromax,Others,5.13,0.3,2013
Micromax,Others,5.28,0.3,2013
Micromax,Android,12.78,2.0,2013
Micromax,Android,17.78,0.3,2013
Micromax,Android,17.78,0.3,2013
Micromax,Android,17.78,0.3,2013
Micromax,Android,12.7,0.3,2013
Micromax,Android,10.29,0.3,2013
Micromax,Android,7.75,0.3,2013
Micromax,Android,7.75,0.3,2013
Micromax,Android,12.7,0.3,2013
Micromax,Android,12.7,2.0,2013
Micromax,Android,10.08,0.3,2013
Microsoft,Windows,12.7,5.0,2016
Microsoft,Windows,12.88,5.0,2015
Microsoft,Windows,12.88,5.0,2015
Microsoft,Windows,12.75,5.0,2015
Microsoft,Windows,12.75,5.0,2015
Microsoft,Windows,10.34,2.0,2015
Microsoft,Windows,12.7,5.0,2015
Microsoft,Windows,10.16,0.3,2015
Microsoft,Windows,12.88,5.0,2015
Microsoft,Windows,12.88,5.0,2015
Microsoft,Windows,12.88,5.0,2015
Microsoft,Windows,12.88,5.0,2015
Microsoft,Windows,12.7,1.0,2015
Microsoft,Windows,12.7,1.0,2015
Microsoft,Windows,12.7,1.0,2015
Microsoft,Windows,10.16,0.3,2015
Microsoft,Windows,10.16,0.3,2015
Microsoft,Windows,10.16,0.3,2015
Microsoft,Windows,10.16,0.3,2015
Microsoft,Windows,12.7,5.0,2014
Microsoft,Windows,12.7,5.0,2014
Microsoft,Windows,25.55,3.5,2013
Motorola,Android,15.29,12.0,2019
Motorola,Android,15.29,8.0,2019
Motorola,Android,15.29,8.0,2019
Motorola,Android,12.88,8.0,2019
Motorola,Android,12.93,8.0,2018
Motorola,Android,15.29,12.0,2018
Motorola,Android,15.27,8.0,2018
Motorola,Android,14.83,5.0,2018
Motorola,Android,12.75,5.0,2018
Motorola,Android,15.24,5.0,2018
Motorola,Android,12.88,5.0,2018
Motorola,Android,12.88,5.0,2018
Motorola,Android,15.29,12.0,2018
Motorola,Android,12.93,8.0,2018
Motorola,Android,12.88,8.0,2018
Motorola,Android,12.75,16.0,2017
Motorola,Android,12.83,8.0,2017
Motorola,Android,12.75,5.0,2017
Motorola,Android,12.83,5.0,2017
Motorola,Android,12.83,5.0,2017
Motorola,Android,12.7,5.0,2017
Motorola,Android,12.83,5.0,2017
Motorola,Android,12.7,2.0,2017
Motorola,Android,12.7,2.0,2017
Motorola,Android,12.75,5.0,2017
Motorola,Android,12.7,5.0,2017
Motorola,Android,12.83,8.0,2016
Motorola,Android,12.7,5.0,2016
Motorola,Android,12.83,5.0,2016
Motorola,Android,12.7,5.0,2016
Motorola,Android,12.83,5.0,2016
Motorola,Android,12.83,5.0,2016
Motorola,Android,12.83,5.0,2016
Motorola,Android,12.83,5.0,2016
Motorola,Android,12.7,5.0,2016
Motorola,Android,12.7,5.0,2015
Motorola,Android,12.8,5.0,2015
Motorola,Android,12.8,5.0,2015
Motorola,Android,12.83,5.0,2015
Motorola,Android,12.88,5.0,2015
Motorola,Android,12.83,5.0,2015
Motorola,Android,12.83,5.0,2015
Motorola,Android,12.7,5.0,2015
Motorola,Android,12.7,5.0,2015
Motorola,Android,10.29,0.3,2015
Motorola,Android,10.29,0.3,2015
Motorola,Android,12.7,2.0,2015
Motorola,Android,12.7,2.0,2015
Motorola,Android,12.75,2.0,2014
Motorola,Android,12.75,2.0,2014
Motorola,Android,15.14,2.0,2014
Motorola,Android,12.75,2.0,2014
Motorola,Android,12.7,2.0,2014
Motorola,Android,12.7,2.0,2014
Motorola,Android,10.29,1.3,2014
Motorola,Android,10.24,0.3,2014
Motorola,Android,10.24,2.0,2014
Motorola,Android,10.24,2.0,2014
Motorola,Android,10.29,1.3,2014
Motorola,Android,10.29,1.3,2013
Motorola,Android,10.34,2.0,2013
Motorola,Android,12.7,2.0,2013
Motorola,Android,12.7,2.0,2013
Motorola,Android,10.24,2.0,2013
Motorola,Android,10.16,1.2,2013
Motorola,Android,7.75,2.0,2013
Others,Android,7.65,0.3,2013
Nokia,Android,16.23,16.0,2019
Nokia,Android,15.21,20.0,2019
Nokia,Android,14.5,8.0,2019
Nokia,Android,15.9,5.0,2019
Nokia,Android,13.84,5.0,2019
Nokia,Others,5.18,0.0,2019
Nokia,Android,15.7,20.0,2018
Nokia,Android,15.24,8.0,2018
Nokia,Android,14.83,8.0,2018
Nokia,Android,12.9,16.0,2018
Nokia,Android,14.88,8.0,2018
Nokia,Android,12.83,8.0,2018
Nokia,Android,12.75,8.0,2018
Nokia,Android,12.83,5.0,2018
Nokia,Others,5.18,0.0,2018
Nokia,Android,12.83,5.0,2018
Nokia,Android,15.24,16.0,2018
Nokia,Android,12.83,8.0,2018
Nokia,Android,10.29,2.0,2018
Nokia,Others,5.18,0.0,2018
Nokia,Android,12.7,5.0,2017
Nokia,Android,12.75,5.0,2017
Nokia,Others,5.18,0.0,2017
Nokia,Android,12.78,13.0,2017
Nokia,Android,12.7,8.0,2017
Nokia,Android,12.75,8.0,2017
Nokia,Android,12.83,8.0,2017
Nokia,Others,5.18,0.0,2017
Nokia,Others,5.18,0.0,2016
Nokia,Others,5.18,0.0,2016
Nokia,Others,5.28,0.0,2015
Nokia,Others,5.28,0.0,2015
Nokia,Others,5.18,0.0,2015
Nokia,Others,5.18,0.0,2015
Nokia,Others,5.18,0.0,2015
Nokia,Others,5.18,0.0,2015
Nokia,Windows,10.29,1.6,2014
Nokia,Android,18.01,5.0,2014
Nokia,Windows,10.34,5.0,2014
Nokia,Windows,10.34,5.0,2014
Nokia,Windows,12.7,0.9,2014
Nokia,Windows,10.16,1.6,2014
Nokia,Windows,10.16,1.6,2014
Nokia,Android,10.24,0.3,2014
Nokia,Others,5.28,0.0,2014
Nokia,Others,5.28,0.0,2014
Nokia,Windows,12.7,1.2,2014
Nokia,Windows,10.29,1.6,2014
Nokia,Windows,10.29,1.6,2014
Nokia,Windows,10.29,1.6,2014
Nokia,Android,12.7,2.0,2014
Nokia,Android,10.16,1.6,2014
Nokia,Android,10.16,1.6,2014
Nokia,Others,5.28,0.0,2014
Nokia,Others,5.18,0.0,2014
Nokia,Windows,12.7,1.2,2014
Nokia,Windows,10.16,1.25,2013
Nokia,Windows,15.24,1.2,2013
Nokia,Windows,15.24,0.3,2013
Nokia,Windows,25.43,2.0,2013
Nokia,Others,7.62,0.0,2013
Nokia,Others,7.62,0.0,2013
Nokia,Others,7.62,0.0,2013
Nokia,Others,5.28,0.0,2013
Nokia,Others,5.28,0.0,2013
Nokia,Others,5.18,0.0,2013
Nokia,Windows,10.34,0.3,2013
Nokia,Windows,10.29,1.2,2013
Nokia,Others,5.18,0.0,2013
Nokia,Others,5.18,0.0,2013
Nokia,Windows,10.29,1.3,2013
Nokia,Windows,10.29,1.3,2013
Nokia,Others,7.62,0.0,2013
Nokia,Others,5.18,0.0,2013
Nokia,Windows,10.24,1.3,2013
Nokia,Windows,10.16,1.25,2013
Nokia,Others,5.18,0.0,2013
Nokia,Others,7.62,0.0,2013
Others,Android,20.32,5.0,2015
Others,Android,20.32,5.0,2014
Others,Android,20.32,5.0,2014
OnePlus,Android,16.28,16.0,2018
OnePlus,Android,16.28,16.0,2018
OnePlus,Android,15.95,16.0,2018
OnePlus,Android,15.27,16.0,2017
OnePlus,Android,12.83,16.0,2017
OnePlus,Android,12.83,16.0,2016
OnePlus,Android,12.7,8.0,2015
OnePlus,Android,12.83,8.0,2016
OnePlus,Android,12.83,5.0,2015
OnePlus,Android,12.83,5.0,2014
Oppo,Android,15.39,16.0,2019
Oppo,Android,15.34,16.0,2019
Oppo,Android,15.29,16.0,2019
Oppo,Android,16.59,16.0,2019
Oppo,Android,16.59,16.0,2019
Oppo,Android,15.29,16.0,2018
Oppo,Android,15.34,25.0,2018
Oppo,Android,16.28,25.0,2018
Oppo,Android,15.34,25.0,2018
Oppo,Android,15.32,16.0,2018
Oppo,Android,15.34,25.0,2018
Oppo,Android,15.34,25.0,2018
Oppo,Android,15.32,25.0,2018
Oppo,Android,15.29,8.0,2018
Oppo,Android,16.31,16.0,2018
Oppo,Android,16.31,16.0,2018
Oppo,Android,15.24,8.0,2018
Oppo,Android,15.29,8.0,2018
Oppo,Android,15.82,25.0,2018
Oppo,Android,15.95,20.0,2018
Oppo,Android,15.95,20.0,2018
Oppo,Android,12.88,8.0,2018
Oppo,Android,12.75,5.0,2018
Oppo,Android,12.88,8.0,2018
Oppo,Android,15.24,16.0,2017
Oppo,Android,15.24,20.0,2017
Oppo,Android,16.33,20.0,2017
Oppo,Android,15.27,20.0,2017
Oppo,Android,12.75,5.0,2017
Oppo,Android,12.83,16.0,2017
Oppo,Android,15.24,20.0,2017
Oppo,Android,12.83,20.0,2017
Oppo,Android,12.83,16.0,2017
Oppo,Android,12.75,5.0,2017
Oppo,Android,12.83,18.0,2017
Oppo,Android,15.24,18.0,2017
Oppo,Android,12.75,16.0,2016
Oppo,Android,12.83,16.0,2016
Oppo,Android,15.24,16.0,2016
Oppo,Android,12.83,16.0,2016
Oppo,Android,12.7,5.0,2016
Oppo,Android,12.83,8.0,2016
Oppo,Android,15.24,16.0,2016
Oppo,Android,12.83,16.0,2016
Oppo,Android,12.7,8.0,2016
Oppo,Android,12.83,5.0,2015
Oppo,Android,12.7,5.0,2015
Oppo,Android,12.7,5.0,2015
Oppo,Android,12.83,8.0,2015
Oppo,Android,12.7,8.0,2015
Oppo,Android,12.75,5.0,2015
Oppo,Android,12.7,5.0,2015
Oppo,Android,10.29,2.0,2015
Oppo,Android,15.24,8.0,2015
Oppo,Android,12.7,8.0,2015
Oppo,Android,10.29,2.0,2015
Oppo,Android,10.29,2.0,2015
Oppo,Android,10.16,0.3,2015
Oppo,Android,10.34,5.0,2015
Oppo,Android,10.29,5.0,2015
Oppo,Android,12.7,5.0,2015
Oppo,Android,12.75,5.0,2014
Oppo,Android,12.83,16.0,2014
Oppo,Android,12.7,5.0,2014
Oppo,Android,10.29,2.0,2014
Oppo,Android,10.34,2.0,2014
Oppo,Android,10.34,2.0,2014
Oppo,Android,10.16,0.3,2014
Oppo,Android,10.29,2.0,2014
Oppo,Android,12.7,13.0,2014
Oppo,Android,12.7,5.0,2014
Oppo,Android,12.83,5.0,2014
Oppo,Android,12.83,5.0,2014
Oppo,Android,10.29,2.0,2014
Oppo,Android,12.7,5.0,2013
Oppo,Android,12.93,13.0,2013
Oppo,Android,10.34,1.9,2013
Oppo,Android,10.16,0.3,2013
Oppo,Android,10.24,2.0,2013
Others,Android,7.7,8.0,2018
Panasonic,Android,15.72,8.0,2018
Panasonic,Android,15.7,16.0,2018
Panasonic,Android,12.7,5.0,2017
Panasonic,Android,12.83,5.0,2017
Panasonic,Android,12.7,5.0,2017
Panasonic,Android,12.83,13.0,2017
Panasonic,Android,12.7,5.0,2017
Panasonic,Android,12.7,2.0,2017
Panasonic,Android,12.7,5.0,2017
Panasonic,Android,12.83,5.0,2016
Panasonic,Android,12.83,5.0,2017
Panasonic,Android,12.75,8.0,2017
Panasonic,Android,12.83,5.0,2017
Panasonic,Android,12.7,5.0,2017
Panasonic,Android,12.78,5.0,2016
Panasonic,Android,12.83,5.0,2016
Panasonic,Android,12.7,2.0,2016
Panasonic,Android,12.7,5.0,2016
Panasonic,Android,12.7,5.0,2016
Panasonic,Android,12.83,5.0,2016
Panasonic,Android,12.7,5.0,2016
Panasonic,Android,12.83,5.0,2016
Panasonic,Android,12.7,5.0,2016
Panasonic,Android,12.7,5.0,2016
Panasonic,Android,12.7,5.0,2016
Panasonic,Android,10.29,2.0,2016
Panasonic,Android,12.83,5.0,2015
Panasonic,Android,12.83,8.0,2015
Panasonic,Android,12.83,2.0,2015
Panasonic,Android,12.7,2.0,2015
Panasonic,Android,10.29,0.3,2015
Panasonic,Android,12.83,8.0,2015
Panasonic,Android,12.7,5.0,2015
Panasonic,Android,10.34,5.0,2015
Panasonic,Android,12.7,5.0,2015
Panasonic,Android,12.7,5.0,2014
Panasonic,Android,15.24,2.0,2014
Panasonic,Android,10.16,2.0,2014
Panasonic,Android,12.83,2.0,2014
Panasonic,Android,12.7,2.0,2014
Panasonic,Android,10.34,1.1,2014
Panasonic,Android,12.7,1.3,2014
Panasonic,Android,12.7,2.0,2014
Panasonic,Android,12.83,2.0,2014
Panasonic,Android,10.16,0.3,2013
Panasonic,Android,12.7,1.3,2013
Panasonic,Android,12.7,2.0,2014
Others,Others,7.62,0.3,2013
Others,Android,10.36,2.0,2013
Others,Android,10.16,2.0,2014
Others,Android,12.7,0.3,2013
