,screen_size,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,normalized_used_price,new_price
1704,12.83,13.0,8.0,32.0,4.0,4000.0,168.0,2017,668,4.786908239,More_than_60k
1705,12.83,13.0,16.0,32.0,4.0,3000.0,180.0,2017,668,4.827113017,More_than_60k
1706,12.83,13.0,16.0,32.0,4.0,3000.0,180.0,2017,668,4.827113017,More_than_60k
1707,12.83,16.0,8.0,64.0,4.0,4070.0,175.0,2016,765,4.980725764,More_than_60k
1708,12.83,16.0,8.0,64.0,4.0,4070.0,175.0,2016,765,4.980725764,Less_than_40k
1709,12.83,5.0,0.3,16.0,4.0,2250.0,174.0,2015,765,3.780546643,More_than_60k
1710,12.83,5.0,0.3,16.0,4.0,2250.0,174.0,2015,765,3.780546643,Less_than_40k
1711,12.88,21.0,8.0,64.0,4.0,3100.0,185.0,2016,778,4.595220855,More_than_60k
1712,12.83,16.0,8.0,32.0,4.0,3000.0,153.0,2016,540,4.255896358,Around_50k
1713,12.83,16.0,8.0,32.0,4.0,3000.0,153.0,2016,540,4.255896358,Around_50k
1714,12.83,16.0,8.0,32.0,4.0,3000.0,169.0,2017,540,4.508769412,Around_50k
1715,12.83,16.0,8.0,32.0,4.0,3000.0,169.0,2017,540,4.508769412,Around_50k
1716,16.08,21.0,4.0,64.0,4.0,3400.0,204.0,2016,682,4.746409298,More_than_60k
1717,15.8,8.0,8.0,64.0,4.0,3300.0,161.0,2019,496,4.429983118,Around_50k
1718,17.65,13.0,5.0,64.0,4.0,5180.0,195.0,2019,502,4.774237627,Around_50k
1719,15.29,13.0,8.0,64.0,4.0,3500.0,170.0,2018,464,4.543720224,Around_50k
1720,15.32,13.0,16.0,128.0,4.0,3300.0,172.0,2018,716,4.825269107,Around_50k
1721,16.23,13.0,8.0,512.0,4.0,3350.0,210.0,2018,660,5.174226981,More_than_60k
1722,16.23,13.0,8.0,64.0,4.0,3350.0,210.0,2018,436,4.685551298,More_than_60k
1723,15.29,13.0,8.0,64.0,4.0,3500.0,170.0,2018,628,4.455044727,Around_50k
1724,15.21,13.0,8.0,64.0,4.0,4050.0,165.0,2018,509,4.341074423,Around_50k
1725,15.29,13.0,8.0,64.0,4.0,3300.0,165.0,2018,554,4.643910014,Around_50k
1726,15.24,13.0,8.0,64.0,4.0,3760.0,176.0,2018,434,4.610356713,Around_50k
1727,13.84,13.0,8.0,16.0,4.0,4000.0,160.0,2018,543,4.417755682,Around_50k
1728,12.88,13.0,8.0,32.0,4.0,3000.0,160.0,2018,423,4.389126372,Around_50k
1729,12.88,13.0,8.0,32.0,4.0,3000.0,155.0,2018,480,4.32227663,Less_than_40k
1730,12.88,13.0,16.0,128.0,4.0,3000.0,155.0,2018,725,4.848978738,Around_50k
1731,12.88,6.5,8.0,32.0,4.0,3000.0,153.8,2017,617,4.286066244,Around_50k
1732,17.78,2.0,2.0,16.0,4.0,3500.0,254.0,2017,769,4.044278585,Less_than_40k
1733,17.78,5.0,2.0,16.0,4.0,3500.0,260.0,2017,551,3.993234261,Less_than_40k
1734,12.75,13.0,8.0,32.0,4.0,4000.0,165.0,2017,763,4.413646418,Around_50k
1735,12.83,6.5,13.0,64.0,4.0,4000.0,180.0,2017,650,4.482889551,Around_50k
1736,12.83,6.5,13.0,64.0,4.0,4000.0,180.0,2017,650,4.482889551,Around_50k
1737,12.83,13.0,8.0,64.0,4.0,3400.0,155.0,2017,650,4.374876131,Around_50k
1738,12.83,13.0,8.0,64.0,4.0,3400.0,155.0,2017,650,4.374876131,Around_50k
1739,25.43,8.0,5.0,64.0,4.0,7000.0,475.0,2017,802,4.990296523,Around_50k
1740,25.43,5.0,2.0,16.0,4.0,7000.0,500.0,2017,646,4.755312844,Around_50k
1741,20.32,8.0,5.0,64.0,4.0,4850.0,300.0,2017,737,4.71545854,Around_50k
1742,20.32,5.0,2.0,16.0,4.0,4850.0,310.0,2017,790,4.561218298,Around_50k
1743,20.32,8.0,5.0,16.0,4.0,4250.0,329.0,2017,753,4.712857991,Around_50k
1744,12.7,8.0,2.0,16.0,4.0,2300.0,142.0,2016,868,4.26941769,Around_50k
1745,12.7,8.0,2.0,16.0,4.0,2300.0,142.0,2016,868,4.26941769,Less_than_40k
1746,12.7,8.0,2.0,32.0,4.0,4000.0,151.0,2017,868,3.971234865,Around_50k
1747,12.7,8.0,2.0,32.0,4.0,4000.0,151.0,2017,868,3.971234865,Less_than_40k
1748,12.7,8.0,2.0,16.0,4.0,2300.0,142.0,2016,878,3.715521385,Less_than_40k
1749,10.29,5.0,2.0,32.0,4.0,2000.0,144.0,2016,803,3.674019591,Less_than_40k
1750,10.29,5.0,2.0,32.0,4.0,2000.0,146.0,2016,752,3.544142658,Less_than_40k
1751,12.83,16.0,8.0,32.0,4.0,4000.0,169.0,2016,789,4.856706812,Around_50k
1752,12.83,16.0,8.0,32.0,4.0,4000.0,169.0,2016,789,4.856706812,Around_50k
1753,12.83,13.0,5.0,16.0,4.0,3060.0,175.0,2016,789,4.508108473,Around_50k
1754,12.83,13.0,5.0,16.0,4.0,3060.0,175.0,2016,789,4.508108473,Around_50k
1755,12.7,13.0,8.0,32.0,4.0,4000.0,145.0,2016,841,4.305550476,Around_50k
1756,12.7,13.0,8.0,16.0,4.0,3000.0,140.0,2016,963,4.671519567,Around_50k
1757,25.43,13.0,5.0,32.0,4.0,9300.0,637.0,2016,833,4.91353685,More_than_60k
1758,10.16,5.0,0.3,16.0,4.0,1700.0,132.0,2016,930,3.658420247,Less_than_40k
1759,10.16,5.0,0.3,16.0,4.0,1700.0,132.0,2016,930,3.658420247,Less_than_40k
1760,10.16,5.0,0.3,16.0,4.0,1700.0,132.0,2016,930,3.658420247,Less_than_40k
1761,10.16,2.0,0.3,512.0,0.25,1600.0,146.5,2014,930,3.054944133,Less_than_40k
1762,10.16,2.0,0.3,512.0,0.25,1600.0,146.5,2014,930,3.054944133,Less_than_40k
1763,10.16,2.0,0.3,512.0,0.25,1600.0,146.5,2014,930,3.054944133,Less_than_40k
1764,10.16,5.0,0.3,16.0,4.0,2500.0,154.0,2015,930,3.740285242,Less_than_40k
1765,10.16,5.0,0.3,16.0,4.0,2500.0,154.0,2015,930,3.740285242,Less_than_40k
1766,10.16,5.0,0.3,16.0,4.0,2500.0,154.0,2015,930,3.740285242,Less_than_40k
1767,12.7,8.0,5.0,16.0,4.0,3500.0,155.6,2016,583,4.138520925,Around_50k
1768,12.7,8.0,5.0,32.0,4.0,2750.0,139.0,2016,588,3.97724879,Around_50k
1769,12.7,8.0,5.0,32.0,4.0,2750.0,139.0,2016,588,3.97724879,Around_50k
1770,12.7,8.0,5.0,16.0,4.0,2000.0,151.0,2016,588,4.006605648,Around_50k
1771,12.7,8.0,5.0,16.0,4.0,2000.0,151.0,2016,588,4.006605648,Around_50k
1772,15.34,13.0,8.0,32.0,4.0,4050.0,218.0,2016,723,4.659753064,Around_50k
1773,15.34,13.0,5.0,32.0,4.0,4050.0,225.0,2016,585,4.44839941,Around_50k
1774,15.34,16.0,8.0,64.0,4.0,4050.0,259.0,2016,1060,4.753676394,More_than_60k
1775,12.7,13.0,8.0,64.0,4.0,3500.0,149.0,2016,830,4.458177162,Around_50k
1776,12.7,5.0,2.0,32.0,4.0,2300.0,166.0,2016,569,4.073120926,Less_than_40k
1777,12.75,13.0,8.0,128.0,4.0,3100.0,145.0,2016,796,4.84103251,More_than_60k
1778,25.43,8.0,5.0,64.0,4.0,7000.0,509.0,2016,747,4.886054204,More_than_60k
1779,20.32,5.0,2.0,16.0,4.0,4290.0,329.0,2016,800,4.431768727,Around_50k
1780,17.78,2.0,0.3,32.0,4.0,3450.0,260.0,2016,867,4.142975984,Less_than_40k
1781,12.7,13.0,5.0,16.0,4.0,2750.0,142.0,2016,925,4.171614198,Around_50k
1782,12.7,13.0,5.0,16.0,4.0,2750.0,142.0,2016,932,4.216562195,Around_50k
1783,12.83,13.0,5.0,16.0,4.0,2900.0,150.0,2016,950,4.124712099,Around_50k
1784,12.83,13.0,5.0,32.0,4.0,4900.0,189.0,2016,836,4.327438444,Around_50k
1785,12.7,13.0,5.0,16.0,4.0,2750.0,142.0,2016,803,4.09700768,Less_than_40k
1786,12.7,13.0,5.0,16.0,4.0,2750.0,142.0,2016,803,4.09700768,Less_than_40k
1787,12.7,13.0,5.0,16.0,4.0,2750.0,142.0,2016,803,4.09700768,Less_than_40k
1788,12.7,5.0,5.0,32.0,4.0,2500.0,138.0,2016,803,4.245204118,Less_than_40k
1789,12.7,5.0,5.0,32.0,4.0,2500.0,138.0,2016,803,4.245204118,Less_than_40k
1790,12.7,5.0,5.0,32.0,4.0,2500.0,138.0,2016,803,4.245204118,Less_than_40k
1791,12.7,5.0,2.0,32.0,4.0,2350.0,154.0,2017,803,4.052654135,Less_than_40k
1792,12.7,5.0,2.0,32.0,4.0,2350.0,154.0,2017,803,4.052654135,Less_than_40k
1793,12.7,5.0,2.0,32.0,4.0,2350.0,154.0,2017,803,4.052654135,Less_than_40k
1794,12.7,13.0,8.0,16.0,4.0,2700.0,129.0,2016,784,4.463145686,Around_50k
1795,12.7,13.0,8.0,16.0,4.0,2700.0,129.0,2016,784,4.463145686,Less_than_40k
1796,12.7,13.0,5.0,16.0,4.0,2200.0,122.0,2015,784,4.19328451,Around_50k
1797,12.7,13.0,5.0,16.0,4.0,2200.0,122.0,2015,784,4.19328451,Less_than_40k
1798,12.83,21.0,8.0,32.0,4.0,3500.0,175.0,2015,1047,4.823984379,More_than_60k
1799,12.83,21.0,8.0,32.0,4.0,3500.0,175.0,2015,1047,4.823984379,More_than_60k
1800,12.83,16.0,8.0,32.0,4.0,3000.0,155.0,2016,1047,4.625854777,More_than_60k
1801,12.83,16.0,8.0,32.0,4.0,3000.0,155.0,2016,1047,4.625854777,More_than_60k
1802,12.7,8.0,2.0,32.0,4.0,2300.0,140.0,2015,697,3.908617212,Less_than_40k
1803,12.7,8.0,2.0,32.0,4.0,2300.0,140.0,2015,697,3.908617212,Around_50k
1804,12.7,5.0,0.3,16.0,4.0,3000.0,162.0,2014,697,3.58240721,Less_than_40k
1805,12.7,5.0,0.3,16.0,4.0,3000.0,162.0,2014,697,3.58240721,Around_50k
1806,25.43,13.0,5.0,64.0,4.0,3150.0,666.8,2015,1038,5.439990525,More_than_60k
1807,20.32,8.0,5.0,16.0,4.0,6200.0,467.2,2015,770,4.716801002,Around_50k
1808,10.16,5.0,0.3,32.0,4.0,2000.0,132.0,2015,1055,3.729781445,Less_than_40k
1809,10.16,5.0,0.3,32.0,4.0,2000.0,132.0,2015,1055,3.729781445,Less_than_40k
1810,10.16,5.0,0.3,32.0,4.0,2000.0,132.0,2015,1055,3.729781445,Less_than_40k
1811,10.16,5.0,1.6,16.0,4.0,1430.0,129.0,2014,1055,3.739572568,Less_than_40k
1812,10.16,5.0,1.6,16.0,4.0,1430.0,129.0,2014,1055,3.739572568,Less_than_40k
1813,10.16,5.0,1.6,16.0,4.0,1430.0,129.0,2014,1055,3.739572568,Less_than_40k
1814,10.16,2.0,1.3,16.0,4.0,1750.0,155.0,2014,1055,3.667400422,Less_than_40k
1815,10.16,2.0,1.3,16.0,4.0,1750.0,155.0,2014,1055,3.667400422,Less_than_40k
1816,10.16,2.0,1.3,16.0,4.0,1750.0,155.0,2014,1055,3.667400422,Less_than_40k
1817,17.73,13.0,5.0,16.0,4.0,4250.0,250.0,2015,718,4.588634217,Around_50k
1818,15.44,13.0,5.0,32.0,4.0,3500.0,229.0,2015,940,4.303524407,Around_50k
1819,12.83,13.0,5.0,32.0,4.0,5000.0,189.0,2015,903,4.820039601,More_than_60k
1820,12.83,13.0,5.0,32.0,4.0,5000.0,189.0,2015,903,4.820039601,Around_50k
1821,12.83,20.0,8.0,64.0,4.0,3250.0,175.0,2016,903,4.453882072,More_than_60k
1822,12.83,20.0,8.0,64.0,4.0,3250.0,175.0,2016,903,4.453882072,Around_50k
1823,12.7,13.0,5.0,16.0,4.0,2300.0,128.0,2015,582,4.513602992,Around_50k
1824,12.7,8.0,2.0,32.0,4.0,2300.0,128.0,2015,548,4.156379953,Around_50k
1825,12.7,8.0,5.0,16.0,4.0,4000.0,148.0,2015,1077,4.243051882,Less_than_40k
1826,12.7,13.0,5.0,32.0,4.0,2420.0,132.0,2015,958,4.759177998,Around_50k
1827,12.7,13.0,5.0,32.0,4.0,2420.0,132.0,2015,958,4.759177998,Less_than_40k
1828,12.7,5.0,2.0,32.0,4.0,2000.0,165.0,2016,958,4.050392675,Around_50k
1829,12.7,5.0,2.0,32.0,4.0,2000.0,165.0,2016,958,4.050392675,Less_than_40k
1830,12.83,13.0,8.0,64.0,4.0,4100.0,175.0,2015,914,4.511189123,More_than_60k
1831,10.29,5.0,2.0,32.0,4.0,2000.0,137.0,2015,1045,3.643097261,Less_than_40k
1832,10.29,5.0,2.0,32.0,4.0,2000.0,137.0,2015,1045,3.643097261,Less_than_40k
1833,10.29,5.0,0.3,32.0,4.0,2100.0,133.5,2015,1045,3.575430762,Less_than_40k
1834,10.29,5.0,0.3,32.0,4.0,2100.0,133.5,2015,1045,3.575430762,Less_than_40k
1835,12.7,5.0,2.0,16.0,4.0,2300.0,157.0,2015,904,3.784416881,Less_than_40k
1836,12.7,13.0,5.0,32.0,4.0,2150.0,128.0,2015,987,4.778030459,More_than_60k
1837,12.7,8.0,2.0,16.0,4.0,2300.0,128.0,2015,641,3.883211924,Less_than_40k
1838,10.16,2.0,5.0,16.0,4.0,1500.0,117.0,2015,634,3.461037382,Less_than_40k
1839,12.83,13.0,5.0,16.0,4.0,3000.0,150.0,2015,564,4.44828243,Around_50k
1840,12.83,13.0,5.0,16.0,4.0,3000.0,150.0,2015,564,4.44828243,Around_50k
1841,12.83,13.0,8.0,32.0,4.0,2910.0,141.0,2015,564,4.421487704,Around_50k
1842,12.83,13.0,8.0,32.0,4.0,2910.0,141.0,2015,564,4.421487704,Around_50k
1843,12.7,16.0,8.0,32.0,4.0,3000.0,145.0,2015,714,4.49635928,More_than_60k
1844,12.83,13.0,5.0,16.0,4.0,2900.0,140.0,2015,1072,4.546163005,Around_50k
1845,25.43,8.0,5.0,16.0,4.0,7000.0,509.0,2015,1074,4.685920336,Around_50k
1846,20.32,5.0,2.0,32.0,4.0,4290.0,360.0,2015,769,4.510859507,Around_50k
1847,12.7,13.0,5.0,16.0,4.0,4000.0,149.0,2015,652,4.424846632,Around_50k
1848,17.78,2.0,0.3,16.0,4.0,3450.0,269.0,2015,1024,4.128423876,Less_than_40k
1849,17.78,2.0,0.3,32.0,4.0,3450.0,269.0,2015,585,3.967079211,Less_than_40k
1850,12.83,13.0,5.0,32.0,4.0,4000.0,156.0,2015,828,4.433907257,More_than_60k
1851,12.78,13.0,13.0,32.0,4.0,2410.0,140.0,2015,747,4.382401564,More_than_60k
1852,12.7,8.0,2.0,16.0,4.0,2300.0,128.0,2014,929,3.671224519,Less_than_40k
1853,12.7,8.0,2.0,16.0,4.0,2300.0,128.0,2014,929,3.671224519,Less_than_40k
1854,12.7,8.0,2.0,32.0,4.0,4000.0,152.0,2016,929,4.083957469,Less_than_40k
1855,12.7,8.0,2.0,32.0,4.0,4000.0,152.0,2016,929,4.083957469,Less_than_40k
1856,15.24,13.0,5.0,32.0,4.0,3300.0,170.0,2014,701,4.495801649,Around_50k
1857,12.83,13.0,2.0,32.0,4.0,2500.0,173.0,2014,988,4.385395952,Around_50k
1858,12.83,8.0,1.6,32.0,4.0,2500.0,175.0,2014,977,4.319086835,Around_50k
1859,12.83,8.0,1.6,32.0,4.0,2500.0,175.0,2014,977,4.319086835,Around_50k
1860,12.83,13.0,5.0,32.0,4.0,4000.0,172.0,2016,977,4.178532513,Around_50k
1861,12.83,13.0,5.0,32.0,4.0,4000.0,172.0,2016,977,4.178532513,Around_50k
1862,10.16,5.0,2.0,16.0,4.0,1500.0,130.0,2014,977,3.515418526,Less_than_40k
1863,12.7,13.0,8.0,16.0,4.0,2300.0,129.0,2014,680,4.43627805,Around_50k
1864,12.7,8.0,2.0,32.0,4.0,2000.0,170.0,2014,876,4.11887456,Around_50k
1865,25.43,8.0,1.6,16.0,4.0,9600.0,619.0,2014,723,5.224617004,More_than_60k
1866,20.32,8.0,1.6,16.0,4.0,4290.0,299.0,2014,881,4.532169293,Around_50k
1867,12.83,13.0,8.0,32.0,4.0,3000.0,158.0,2014,618,4.712588583,More_than_60k
1868,12.83,5.0,0.3,16.0,4.0,2500.0,161.0,2014,1081,4.130033405,Around_50k
1869,15.24,16.0,5.0,32.0,4.0,4000.0,179.0,2014,808,4.977216385,More_than_60k
1870,12.7,13.0,5.0,16.0,4.0,2500.0,180.0,2014,675,4.572853585,Around_50k
1871,12.78,13.0,5.0,32.0,4.0,2000.0,146.0,2014,610,4.122770036,Around_50k
1872,15.24,8.0,1.6,32.0,4.0,3000.0,171.5,2014,859,3.954507617,Around_50k
1873,15.24,8.0,0.3,32.0,4.0,2500.0,192.0,2014,865,4.241614481,Around_50k
1874,15.24,8.0,0.3,32.0,4.0,2500.0,192.0,2014,865,4.241614481,Around_50k
1875,15.24,8.0,2.0,16.0,4.0,3000.0,120.0,2014,865,4.225519013,Around_50k
1876,15.24,8.0,2.0,16.0,4.0,3000.0,120.0,2014,865,4.225519013,Around_50k
1877,12.7,5.0,0.3,16.0,4.0,2000.0,165.0,2014,999,3.90479696,Less_than_40k
1878,10.16,2.0,1.8,16.0,4.0,1300.0,121.0,2014,884,3.263466708,Less_than_40k
1879,10.29,5.0,0.3,16.0,4.0,2000.0,145.0,2014,958,3.401863826,Less_than_40k
1880,10.29,5.0,0.3,16.0,4.0,2000.0,145.0,2014,958,3.401863826,Less_than_40k
1881,10.29,5.0,0.3,16.0,4.0,1650.0,142.0,2014,958,3.744314161,Less_than_40k
1882,10.29,5.0,0.3,16.0,4.0,1650.0,142.0,2014,958,3.744314161,Less_than_40k
1883,25.43,5.0,2.0,16.0,4.0,6340.0,550.0,2014,898,4.614328124,Around_50k
1884,20.32,5.0,2.0,32.0,4.0,4200.0,360.0,2014,1012,4.626050664,Around_50k
1885,17.78,5.0,2.0,32.0,4.0,3450.0,320.0,2014,573,4.235120483,Less_than_40k
1886,17.78,2.0,0.3,32.0,4.0,3500.0,327.0,2014,543,4.132603274,Less_than_40k
1887,25.43,8.0,1.6,16.0,4.0,9000.0,615.0,2014,954,4.824466346,Around_50k
1888,12.78,8.0,1.6,16.0,4.0,4000.0,190.0,2014,946,4.207822046,Around_50k
1889,12.7,13.0,5.0,16.0,4.0,2000.0,140.0,2014,721,4.043752776,Around_50k
1890,10.34,8.0,0.3,32.0,4.0,3000.0,151.0,2014,898,4.086144366,Around_50k
1891,15.24,5.0,0.3,32.0,4.0,2500.0,196.0,2014,904,3.801091445,Around_50k
1892,12.7,8.0,1.6,32.0,4.0,2250.0,163.3,2014,802,4.271095074,Around_50k
1893,12.83,13.0,5.0,16.0,4.0,3000.0,145.2,2013,780,5.085495364,More_than_60k
1894,12.83,13.0,5.0,16.0,4.0,2300.0,153.0,2015,780,4.680370419,More_than_60k
1895,15.34,8.0,13.0,128.0,4.0,4000.0,183.0,2019,369,5.620183451,More_than_60k
1896,15.34,8.0,13.0,128.0,4.0,4000.0,183.0,2019,369,5.620183451,Around_50k
1897,15.34,12.0,16.0,32.0,3.0,4000.0,169.0,2019,369,4.76037745,More_than_60k
1898,15.34,12.0,16.0,32.0,3.0,4000.0,169.0,2019,369,4.76037745,Around_50k
1899,15.27,8.0,13.0,128.0,4.0,3500.0,167.0,2019,310,5.431010908,More_than_60k
1900,15.27,16.0,8.0,64.0,4.0,3000.0,159.0,2019,518,4.624678652,More_than_60k
1901,15.34,13.0,5.0,64.0,4.0,3300.0,169.0,2018,586,5.004885462,More_than_60k
1902,15.27,16.0,8.0,32.0,4.0,3000.0,156.0,2018,668,4.523526197,More_than_60k
1903,15.27,16.0,8.0,32.0,4.0,3000.0,156.0,2018,668,4.523526197,More_than_60k
1904,15.27,13.0,20.0,256.0,4.0,4000.0,190.0,2018,668,5.370079733,More_than_60k
1905,15.27,13.0,20.0,256.0,4.0,4000.0,190.0,2018,668,5.370079733,More_than_60k
1906,15.29,16.0,5.0,64.0,4.0,3300.0,172.0,2018,394,5.184588601,More_than_60k
1907,12.78,13.0,5.0,32.0,4.0,3000.0,169.0,2018,487,4.818101772,Around_50k
1908,15.29,13.0,5.0,32.0,4.0,3300.0,172.0,2018,716,4.582822322,Around_50k
1909,15.29,13.0,8.0,64.0,4.0,3300.0,171.0,2018,445,4.926311212,More_than_60k
1910,15.24,13.0,8.0,128.0,4.0,3300.0,157.0,2018,492,5.161523515,More_than_60k
1911,15.24,13.0,8.0,128.0,4.0,3300.0,157.0,2018,492,5.161523515,More_than_60k
1912,15.24,24.0,8.0,128.0,4.0,3800.0,185.0,2018,492,5.161064773,More_than_60k
1913,15.24,24.0,8.0,128.0,4.0,3800.0,185.0,2018,492,5.161064773,More_than_60k
1914,12.83,13.0,5.0,64.0,4.0,3000.0,145.0,2018,494,4.518086079,Around_50k
1915,15.27,13.0,8.0,128.0,4.0,3000.0,162.0,2018,696,4.532707014,More_than_60k
1916,15.24,13.0,5.0,256.0,4.0,3300.0,158.0,2018,366,5.400106512,More_than_60k
1917,12.78,13.0,8.0,32.0,4.0,3000.0,162.0,2018,545,4.257596556,Around_50k
1918,12.78,13.0,5.0,32.0,4.0,3000.0,172.3,2018,478,4.635602393,Around_50k
1919,15.24,13.0,5.0,128.0,4.0,3300.0,158.0,2017,860,5.073610093,More_than_60k
1920,12.75,13.0,5.0,32.0,4.0,3000.0,146.0,2017,743,4.631130288,Around_50k
1921,12.83,13.0,5.0,64.0,4.0,3000.0,149.0,2017,746,4.180675152,Around_50k
1922,20.32,5.0,5.0,32.0,4.0,3000.0,290.0,2017,730,4.558183395,More_than_60k
1923,12.75,16.0,5.0,32.0,4.0,4100.0,166.5,2017,616,4.442768897,More_than_60k
1924,12.88,13.0,5.0,32.0,4.0,3300.0,163.0,2017,588,4.44370952,Around_50k
1925,12.83,13.0,5.0,16.0,4.0,4500.0,164.0,2017,576,4.131640347,Around_50k
1926,12.88,13.0,5.0,32.0,4.0,3080.0,150.0,2017,613,4.79015486,Around_50k
1927,12.88,13.0,5.0,16.0,4.0,3200.0,149.0,2016,911,4.430578675,Around_50k
1928,12.78,8.0,5.0,16.0,4.0,2800.0,141.8,2017,611,3.971800209,Less_than_40k
1929,12.78,13.0,5.0,16.0,4.0,2660.0,140.0,2016,961,4.262679877,Around_50k
1930,12.78,13.0,5.0,16.0,4.0,2800.0,144.0,2016,864,4.368814741,Around_50k
1931,12.7,13.0,5.0,16.0,4.0,2500.0,144.0,2016,632,4.375127893,Around_50k
1932,12.7,8.0,5.0,16.0,4.0,2500.0,143.0,2017,642,4.07787637,Less_than_40k
1933,10.29,5.0,2.0,32.0,4.0,2100.0,132.0,2016,549,3.839022113,Less_than_40k
1934,25.43,5.0,5.0,32.0,4.0,2660.0,510.0,2016,702,5.124796966,Around_50k
1935,12.88,12.3,5.0,32.0,4.0,3200.0,174.0,2016,859,4.906089261,More_than_60k
1936,12.7,8.0,5.0,16.0,4.0,2100.0,122.0,2016,862,3.969348072,Around_50k
1937,12.83,13.0,5.0,16.0,4.0,2800.0,133.0,2016,681,4.095510549,Around_50k
1938,12.83,12.3,8.0,32.0,4.0,3000.0,150.0,2016,1015,4.72046123,Around_50k
1939,20.32,5.0,5.0,16.0,4.0,2660.0,143.0,2016,574,4.405254761,More_than_60k
1940,20.32,5.0,5.0,16.0,4.0,4800.0,309.0,2016,738,4.768478804,Around_50k
1941,12.78,13.0,5.0,16.0,4.0,4100.0,139.0,2016,556,4.425684604,Around_50k
1942,12.7,8.0,5.0,16.0,4.0,2100.0,121.0,2016,813,4.049172844,Less_than_40k
1943,12.7,8.0,5.0,16.0,4.0,2100.0,121.0,2016,813,4.049172844,Around_50k
1944,12.7,13.0,5.0,16.0,4.0,2500.0,154.0,2015,813,4.259293869,Less_than_40k
1945,12.7,13.0,5.0,16.0,4.0,2500.0,154.0,2015,813,4.259293869,Around_50k
1946,12.88,13.0,5.0,16.0,4.0,2900.0,146.0,2016,706,4.512945242,Around_50k
1947,12.88,13.0,5.0,16.0,4.0,3000.0,144.6,2016,554,4.209011637,Around_50k
1948,12.88,13.0,5.0,16.0,4.0,3000.0,144.6,2016,554,4.209011637,More_than_60k
1949,12.88,16.0,5.0,32.0,4.0,3000.0,153.0,2015,554,5.245127538,Around_50k
1950,12.88,16.0,5.0,32.0,4.0,3000.0,153.0,2015,554,5.245127538,More_than_60k
1951,12.7,5.0,2.0,32.0,4.0,1900.0,128.0,2016,986,3.646754528,Around_50k
1952,10.29,5.0,0.3,32.0,4.0,1940.0,127.0,2016,924,3.696103299,Less_than_40k
1953,12.78,12.3,8.0,32.0,4.0,2800.0,156.0,2016,981,4.368434681,More_than_60k
1954,12.78,12.3,8.0,32.0,4.0,2800.0,159.0,2016,726,4.754710253,More_than_60k
1955,12.75,12.3,8.0,16.0,4.0,2520.0,118.0,2016,741,4.31455047,Around_50k
1956,12.52,13.0,8.0,16.0,4.0,2300.0,120.0,2016,872,4.493568009,Around_50k
1957,12.7,8.0,5.0,32.0,4.0,2125.0,157.0,2016,824,4.240030949,Less_than_40k
1958,12.88,13.0,8.0,16.0,4.0,3000.0,145.0,2016,849,4.568609931,Around_50k
1959,12.78,13.0,5.0,16.0,4.0,2300.0,142.0,2016,809,4.108576144,Around_50k
1960,12.7,5.0,5.0,32.0,4.0,2125.0,161.0,2016,578,4.235120483,Less_than_40k
1961,12.7,5.0,5.0,32.0,4.0,2125.0,161.0,2016,578,4.235120483,Around_50k
1962,12.7,5.0,5.0,32.0,4.0,2125.0,161.0,2016,578,4.235120483,Around_50k
1963,12.7,13.0,5.0,16.0,4.0,2800.0,145.0,2017,578,4.277082699,Less_than_40k
1964,12.7,13.0,5.0,16.0,4.0,2800.0,145.0,2017,578,4.277082699,Around_50k
1965,12.7,13.0,5.0,16.0,4.0,2800.0,145.0,2017,578,4.277082699,Around_50k
1966,12.7,8.0,5.0,16.0,4.0,2630.0,136.0,2016,578,4.375127893,Less_than_40k
1967,12.7,8.0,5.0,16.0,4.0,2630.0,136.0,2016,578,4.375127893,Around_50k
1968,12.7,8.0,5.0,16.0,4.0,2630.0,136.0,2016,578,4.375127893,Around_50k
1969,10.29,5.0,2.0,32.0,4.0,1940.0,120.0,2016,1033,4.020518602,Less_than_40k
1970,12.83,13.0,8.0,16.0,4.0,3000.0,158.0,2015,663,4.437934267,Around_50k
1971,12.88,13.0,5.0,16.0,4.0,3000.0,169.8,2015,599,4.474491862,Around_50k
1972,12.88,16.0,5.0,32.0,4.0,3000.0,192.0,2015,867,4.764393692,Around_50k
1973,12.88,13.0,2.0,32.0,4.0,2800.0,154.0,2013,867,5.200208273,Around_50k
1974,12.75,12.3,5.0,16.0,4.0,2700.0,136.0,2015,983,4.174541104,Around_50k
1975,25.43,5.0,2.0,16.0,4.0,7400.0,489.0,2015,981,4.751432693,Around_50k
1976,20.32,5.0,2.0,32.0,4.0,4200.0,347.0,2015,709,4.401706705,More_than_60k
1977,7.67,3.15,0.3,16.0,4.0,1700.0,143.0,2015,1002,3.619797293,Around_50k
1978,10.29,5.0,0.3,32.0,4.0,1900.0,138.9,2015,713,3.503453082,Less_than_40k
1979,12.7,8.0,5.0,32.0,4.0,2540.0,155.0,2015,881,3.909219078,Around_50k
1980,12.75,8.0,5.0,32.0,4.0,2300.0,139.0,2015,821,3.983226764,Around_50k
1981,12.75,8.0,5.0,32.0,4.0,2300.0,139.0,2015,821,3.983226764,Around_50k
1982,12.75,13.0,8.0,16.0,4.0,3000.0,160.0,2017,821,4.460606735,Around_50k
