,screen_size,4g,internal_memory_binned,front_camera_mp_binned,release_year_binned,days_used,used_price,new_price
1600,12.75,yes,Less_memory,High_resolution,Before_2015,983,Around_40k,Around_50k
1601,12.7,yes,Less_memory,High_resolution,Before_2015,565,Around_40k,Around_50k
1602,25.43,yes,Less_memory,Low_resolution,Before_2015,981,More_than_50k,Around_50k
1603,20.32,yes,Moderate_memory,Low_resolution,Before_2015,709,Around_40k,More_than_60k
1604,7.67,yes,Less_memory,Low_resolution,Before_2015,1002,Less_than_30k,Around_50k
1605,10.29,yes,Moderate_memory,Low_resolution,Before_2015,713,Less_than_30k,Less_than_40k
1606,12.7,no,Moderate_memory,High_resolution,Before_2015,881,Less_than_30k,Around_50k
1607,12.75,yes,Moderate_memory,High_resolution,Before_2015,821,Less_than_30k,Around_50k
1608,7.62,no,Moderate_memory,High_resolution,Before_2015,674,Less_than_30k,Less_than_40k
1609,12.7,yes,Moderate_memory,High_resolution,Before_2015,798,Around_40k,Around_50k
1610,12.83,yes,Moderate_memory,High_resolution,Before_2015,570,More_than_50k,More_than_60k
1611,12.83,yes,Moderate_memory,High_resolution,Before_2015,617,Around_40k,More_than_60k
1612,12.88,yes,Moderate_memory,High_resolution,Before_2015,746,Around_40k,Around_50k
1613,12.88,yes,Moderate_memory,High_resolution,Before_2015,814,Around_40k,Around_50k
1614,12.7,yes,Less_memory,Low_resolution,Before_2015,980,Around_40k,Around_50k
1615,12.7,yes,Moderate_memory,High_resolution,Before_2015,930,Less_than_30k,Around_50k
1616,10.34,yes,Moderate_memory,Low_resolution,Before_2015,1003,Around_40k,Around_50k
1617,10.29,yes,Moderate_memory,Low_resolution,Before_2015,696,Less_than_30k,Around_50k
1618,10.16,yes,Less_memory,Low_resolution,Before_2015,652,Less_than_30k,Less_than_40k
1619,12.83,yes,Less_memory,Low_resolution,Before_2015,561,Around_40k,Around_50k
1620,10.29,yes,Less_memory,Low_resolution,Before_2015,695,Less_than_30k,Less_than_40k
1621,12.7,no,Moderate_memory,Low_resolution,Before_2015,959,Less_than_30k,Around_50k
1622,10.29,no,Less_memory,Low_resolution,Before_2015,778,Less_than_30k,Less_than_40k
1623,12.83,yes,Moderate_memory,Low_resolution,Before_2015,588,Around_40k,Around_50k
1624,12.93,yes,Moderate_memory,Low_resolution,Before_2015,776,Around_40k,Around_50k
1625,10.29,yes,Less_memory,Low_resolution,Before_2015,1025,Less_than_30k,Less_than_40k
1626,10.24,no,Less_memory,Low_resolution,Before_2015,890,Less_than_30k,Less_than_40k
1627,10.24,no,Less_memory,Low_resolution,Before_2015,564,Less_than_30k,Less_than_40k
1628,12.83,no,Moderate_memory,Low_resolution,Before_2015,1000,Around_40k,Around_50k
1629,12.7,no,Moderate_memory,Low_resolution,Before_2015,646,Less_than_30k,Less_than_40k
1630,10.29,no,Less_memory,Low_resolution,Before_2015,708,Less_than_30k,Less_than_40k
1631,20.32,yes,Less_memory,Low_resolution,Before_2015,775,Around_40k,Around_50k
1632,12.88,yes,Moderate_memory,Low_resolution,Before_2015,1009,Around_40k,Around_50k
1633,12.75,yes,Moderate_memory,Low_resolution,Before_2015,952,Around_40k,More_than_60k
1634,17.78,yes,Less_memory,Low_resolution,Before_2015,708,Around_40k,Around_50k
1635,10.16,no,Less_memory,Low_resolution,Before_2015,715,Less_than_30k,Less_than_40k
1636,7.67,no,Less_memory,Low_resolution,Before_2015,952,Less_than_30k,Less_than_40k
1637,12.88,yes,Moderate_memory,Low_resolution,Before_2015,1048,More_than_50k,More_than_60k
1638,12.83,yes,Moderate_memory,Low_resolution,Before_2015,752,More_than_50k,More_than_60k
1639,12.7,no,Moderate_memory,Low_resolution,Before_2015,801,Around_40k,Around_50k
1640,12.7,yes,Moderate_memory,Low_resolution,Before_2015,780,Around_40k,Around_50k
1641,10.24,no,Less_memory,Low_resolution,Before_2015,563,Around_40k,Around_50k
1642,12.83,yes,Moderate_memory,Low_resolution,Before_2015,909,Around_40k,More_than_60k
1643,12.83,yes,Less_memory,Low_resolution,Before_2015,688,Around_40k,More_than_60k
1644,10.34,yes,Moderate_memory,Low_resolution,Before_2015,980,Less_than_30k,Around_50k
1645,25.43,yes,Less_memory,Low_resolution,Before_2015,569,More_than_50k,Around_50k
1646,25.43,no,Less_memory,Low_resolution,Before_2015,910,More_than_50k,Around_50k
1647,20.32,no,Less_memory,Low_resolution,Before_2015,782,Around_40k,Around_50k
1648,17.78,no,Moderate_memory,Low_resolution,Before_2015,1015,Around_40k,Around_50k
1649,12.7,no,Less_memory,Low_resolution,Before_2015,722,Less_than_30k,Around_50k
1650,10.34,yes,Moderate_memory,Low_resolution,Before_2015,1005,Around_40k,Around_50k
1651,10.24,no,Less_memory,Low_resolution,Before_2015,751,Less_than_30k,Around_50k
1652,20.4,yes,Less_memory,Low_resolution,Before_2015,996,Around_40k,Around_50k
1653,10.29,yes,Less_memory,Low_resolution,Before_2015,592,Less_than_30k,Around_50k
1654,10.34,yes,Moderate_memory,Low_resolution,Before_2015,632,Around_40k,Around_50k
1655,10.34,yes,Moderate_memory,Low_resolution,Before_2015,888,Around_40k,Around_50k
1656,10.34,no,Moderate_memory,Low_resolution,Before_2015,646,Less_than_30k,Around_50k
1657,10.34,no,Moderate_memory,Low_resolution,Before_2015,597,Less_than_30k,More_than_60k
1658,10.34,no,Moderate_memory,Low_resolution,Before_2015,1018,Around_40k,Around_50k
1659,10.29,no,Less_memory,Low_resolution,Before_2015,1091,Less_than_30k,Around_50k
1660,10.29,no,Less_memory,Low_resolution,Before_2015,601,Less_than_30k,Around_50k
1661,7.75,no,Less_memory,Low_resolution,Before_2015,646,Less_than_30k,Less_than_40k
1662,7.75,no,Less_memory,Low_resolution,Before_2015,778,Less_than_30k,Less_than_40k
1663,12.93,yes,Less_memory,Low_resolution,Before_2015,853,Around_40k,More_than_60k
1664,7.62,no,Less_memory,Low_resolution,Before_2015,673,Less_than_30k,Less_than_40k
1665,10.16,yes,Less_memory,Low_resolution,Before_2015,744,Around_40k,Around_50k
1696,13.84,yes,Moderate_memory,High_resolution,After_2015,635,Around_40k,Less_than_40k
1697,13.84,yes,Less_memory,High_resolution,After_2015,698,Around_40k,Less_than_40k
1698,15.24,yes,Moderate_memory,High_resolution,After_2015,605,Around_40k,Around_50k
1699,15.29,yes,More_memory,High_resolution,After_2015,653,More_than_50k,Around_50k
1700,12.88,yes,Moderate_memory,High_resolution,After_2015,712,Around_40k,Around_50k
1701,12.88,yes,Moderate_memory,High_resolution,After_2015,606,Around_40k,Less_than_40k
1702,15.24,yes,Moderate_memory,High_resolution,After_2015,726,More_than_50k,More_than_60k
1703,15.24,yes,More_memory,High_resolution,After_2015,576,Around_40k,More_than_60k
1704,15.37,yes,More_memory,High_resolution,After_2015,513,More_than_50k,More_than_60k
1705,13.84,yes,Less_memory,High_resolution,After_2015,564,Around_40k,Around_50k
1706,12.88,yes,Moderate_memory,High_resolution,After_2015,520,Around_40k,Around_50k
1707,15.11,yes,Moderate_memory,High_resolution,After_2015,530,Around_40k,More_than_60k
1708,13.87,yes,Moderate_memory,High_resolution,After_2015,588,Around_40k,More_than_60k
1709,13.87,yes,Moderate_memory,High_resolution,After_2015,722,More_than_50k,Around_50k
1710,15.21,yes,Moderate_memory,High_resolution,After_2015,637,More_than_50k,Around_50k
1711,12.88,yes,Moderate_memory,High_resolution,After_2015,675,Around_40k,Around_50k
1712,12.75,yes,Moderate_memory,High_resolution,After_2015,764,Around_40k,Around_50k
1713,12.83,yes,Less_memory,High_resolution,After_2015,786,Around_40k,Around_50k
1714,12.88,yes,Moderate_memory,High_resolution,After_2015,848,More_than_50k,More_than_60k
1715,12.75,yes,Moderate_memory,High_resolution,After_2015,785,More_than_50k,More_than_60k
1716,12.7,yes,Less_memory,High_resolution,After_2015,801,Less_than_30k,Around_50k
1717,12.83,yes,Moderate_memory,High_resolution,After_2015,650,Around_40k,Around_50k
1718,12.75,yes,Less_memory,High_resolution,After_2015,606,Around_40k,Around_50k
1719,12.83,yes,Less_memory,High_resolution,After_2015,789,Around_40k,Around_50k
1720,12.88,yes,Moderate_memory,High_resolution,After_2015,762,More_than_50k,More_than_60k
1721,12.83,yes,Less_memory,High_resolution,After_2015,718,Around_40k,Around_50k
1722,12.7,yes,Moderate_memory,High_resolution,After_2015,908,Around_40k,Around_50k
1723,12.83,yes,Moderate_memory,High_resolution,After_2015,1054,Around_40k,Around_50k
1724,12.75,yes,Moderate_memory,High_resolution,After_2015,1084,More_than_50k,More_than_60k
1725,12.75,yes,Moderate_memory,High_resolution,After_2015,931,Around_40k,Around_50k
1726,15.24,yes,Moderate_memory,High_resolution,After_2015,757,More_than_50k,Around_50k
1727,12.83,yes,Moderate_memory,High_resolution,After_2015,704,Around_40k,Around_50k
1728,12.83,yes,Moderate_memory,High_resolution,After_2015,606,Around_40k,More_than_60k
1729,12.7,yes,Moderate_memory,High_resolution,After_2015,789,Around_40k,Around_50k
1730,12.7,yes,Moderate_memory,High_resolution,After_2015,869,Around_40k,Around_50k
1731,12.75,yes,Moderate_memory,High_resolution,After_2015,1063,More_than_50k,More_than_60k
1732,12.83,yes,Moderate_memory,High_resolution,After_2015,959,Around_40k,Around_50k
1733,12.83,yes,Less_memory,High_resolution,Before_2015,966,Around_40k,Around_50k
1734,12.88,yes,Moderate_memory,High_resolution,Before_2015,752,More_than_50k,More_than_60k
1735,12.7,yes,Less_memory,High_resolution,Before_2015,791,Around_40k,Around_50k
1736,12.83,yes,Less_memory,High_resolution,Before_2015,944,More_than_50k,Around_50k
1737,12.83,yes,Less_memory,High_resolution,Before_2015,725,Around_40k,Around_50k
1738,12.7,yes,Moderate_memory,High_resolution,Before_2015,629,Around_40k,Less_than_40k
1740,12.7,yes,Less_memory,High_resolution,After_2015,664,Around_40k,Less_than_40k
1741,12.83,yes,Moderate_memory,High_resolution,After_2015,607,Around_40k,Around_50k
1742,10.16,yes,Less_memory,Low_resolution,After_2015,645,Less_than_30k,Less_than_40k
1743,12.83,yes,More_memory,High_resolution,After_2015,879,More_than_50k,More_than_60k
1744,10.29,yes,Moderate_memory,Low_resolution,After_2015,742,Less_than_30k,Less_than_40k
1745,12.83,yes,Moderate_memory,High_resolution,After_2015,859,Around_40k,Less_than_40k
1746,12.7,yes,Moderate_memory,Low_resolution,After_2015,868,Less_than_30k,Less_than_40k
1747,10.29,yes,Moderate_memory,Low_resolution,After_2015,808,Less_than_30k,Less_than_40k
1748,10.29,yes,Moderate_memory,Low_resolution,After_2015,901,Less_than_30k,Less_than_40k
1749,10.16,yes,Moderate_memory,Low_resolution,After_2015,564,Less_than_30k,Less_than_40k
1750,12.7,yes,Moderate_memory,Low_resolution,After_2015,958,Around_40k,Less_than_40k
1751,12.7,yes,Less_memory,High_resolution,After_2015,562,Less_than_30k,Less_than_40k
1752,15.24,yes,Moderate_memory,High_resolution,After_2015,883,Around_40k,Less_than_40k
1753,12.7,no,Moderate_memory,Low_resolution,After_2015,1026,Less_than_30k,Less_than_40k
1754,12.83,no,Moderate_memory,High_resolution,After_2015,999,Around_40k,Less_than_40k
1755,12.7,yes,Less_memory,High_resolution,After_2015,617,Around_40k,Less_than_40k
1756,10.29,yes,Moderate_memory,High_resolution,After_2015,962,Less_than_30k,Less_than_40k
1757,12.83,no,Less_memory,High_resolution,After_2015,1073,Around_40k,Less_than_40k
1758,12.83,yes,Less_memory,High_resolution,After_2015,683,Around_40k,Around_50k
1759,12.83,yes,Moderate_memory,High_resolution,After_2015,736,Around_40k,Less_than_40k
1760,12.7,no,Moderate_memory,Low_resolution,Before_2015,750,Around_40k,Around_50k
1761,12.7,yes,Less_memory,High_resolution,Before_2015,992,Around_40k,Around_50k
1762,12.83,yes,Less_memory,High_resolution,Before_2015,1031,Around_40k,Around_50k
1763,10.34,yes,Moderate_memory,High_resolution,Before_2015,704,Around_40k,Less_than_40k
1764,12.7,no,Less_memory,High_resolution,Before_2015,725,Around_40k,Around_50k
1765,12.7,yes,Less_memory,Low_resolution,Before_2015,567,Less_than_30k,Less_than_40k
1766,12.75,yes,Less_memory,High_resolution,Before_2015,747,Around_40k,Around_50k
1767,12.83,no,Moderate_memory,High_resolution,Before_2015,925,Around_40k,Around_50k
1768,12.7,no,Moderate_memory,Low_resolution,Before_2015,669,Less_than_30k,Less_than_40k
1769,7.75,no,Less_memory,Low_resolution,Before_2015,731,Less_than_30k,Less_than_40k
1770,12.7,no,Moderate_memory,High_resolution,Before_2015,1014,Around_40k,Around_50k
1771,10.36,yes,Less_memory,High_resolution,Before_2015,898,Around_40k,Around_50k
1772,20.32,no,Moderate_memory,Low_resolution,Before_2015,625,Less_than_30k,Around_50k
1773,12.7,yes,Less_memory,High_resolution,Before_2015,794,Around_40k,Around_50k
1774,10.29,no,Moderate_memory,Low_resolution,Before_2015,624,Less_than_30k,Less_than_40k
1775,15.24,no,Moderate_memory,Low_resolution,Before_2015,675,Around_40k,Around_50k
1776,12.7,no,Less_memory,High_resolution,Before_2015,810,Around_40k,Around_50k
1777,10.34,no,Moderate_memory,Low_resolution,Before_2015,1064,Less_than_30k,Less_than_40k
1778,12.83,no,Moderate_memory,Low_resolution,Before_2015,601,Less_than_30k,Less_than_40k
1779,10.34,no,Moderate_memory,Low_resolution,Before_2015,901,Less_than_30k,Less_than_40k
1780,10.16,no,Less_memory,Low_resolution,Before_2015,734,Less_than_30k,Less_than_40k
1781,12.7,no,Moderate_memory,Low_resolution,Before_2015,957,Around_40k,Around_50k
1782,10.16,no,Less_memory,Low_resolution,Before_2015,740,Less_than_30k,Less_than_40k
1783,12.7,no,Less_memory,Low_resolution,Before_2015,801,Less_than_30k,Less_than_40k
1784,10.29,no,Moderate_memory,Low_resolution,Before_2015,667,Less_than_30k,Less_than_40k
1785,10.16,no,Less_memory,Low_resolution,Before_2015,1052,Less_than_30k,Less_than_40k
1786,10.29,no,Moderate_memory,Low_resolution,Before_2015,798,Around_40k,Less_than_40k
1787,20.32,no,Moderate_memory,Low_resolution,Before_2015,604,Around_40k,Around_50k
1788,17.78,no,Moderate_memory,Low_resolution,Before_2015,981,Around_40k,Less_than_40k
1789,10.34,no,Less_memory,High_resolution,Before_2015,575,Around_40k,Around_50k
1790,12.7,no,Moderate_memory,Low_resolution,Before_2015,954,Less_than_30k,Around_50k
1791,10.34,no,Moderate_memory,High_resolution,Before_2015,672,Around_40k,Around_50k
1792,10.29,no,Less_memory,Low_resolution,Before_2015,920,Less_than_30k,Less_than_40k
1793,12.7,no,Moderate_memory,High_resolution,Before_2015,871,Around_40k,Around_50k
1794,10.16,no,Less_memory,Low_resolution,Before_2015,1032,Less_than_30k,Less_than_40k
1795,12.83,no,Moderate_memory,Low_resolution,Before_2015,1066,Around_40k,Around_50k
1796,12.7,no,Moderate_memory,Low_resolution,Before_2015,1054,Less_than_30k,Around_50k
1797,10.16,no,Less_memory,Low_resolution,Before_2015,1050,Less_than_30k,Less_than_40k
1798,12.83,no,Moderate_memory,High_resolution,Before_2015,756,More_than_50k,More_than_60k
1799,12.7,no,Moderate_memory,Low_resolution,Before_2015,668,Less_than_30k,Around_50k
1800,10.16,no,Moderate_memory,Low_resolution,Before_2015,855,Less_than_30k,Less_than_40k
1801,10.16,no,Less_memory,Low_resolution,Before_2015,730,Less_than_30k,Less_than_40k
1802,10.34,no,Less_memory,Low_resolution,Before_2015,797,Less_than_30k,Less_than_40k
1803,12.7,no,Less_memory,Low_resolution,Before_2015,759,Less_than_30k,Less_than_40k
1804,5.28,no,Less_memory,Low_resolution,Before_2015,664,Less_than_30k,Less_than_40k
1805,12.7,no,Less_memory,Low_resolution,Before_2015,791,Around_40k,Around_50k
1806,12.7,no,Less_memory,Low_resolution,Before_2015,584,Around_40k,Less_than_40k
1807,15.24,no,Moderate_memory,Low_resolution,Before_2015,653,Less_than_30k,Less_than_40k
1808,10.16,no,More_memory,Low_resolution,Before_2015,930,Less_than_30k,Less_than_40k
1811,12.7,no,Less_memory,Low_resolution,Before_2015,633,Less_than_30k,Around_50k
1812,7.75,no,More_memory,Low_resolution,Before_2015,876,Less_than_30k,Less_than_40k
1813,12.7,no,Moderate_memory,High_resolution,Before_2015,888,Around_40k,Around_50k
1814,10.34,no,Less_memory,High_resolution,Before_2015,883,Less_than_30k,Around_50k
1815,10.29,no,Less_memory,High_resolution,Before_2015,635,Less_than_30k,Less_than_40k
1816,15.24,no,Less_memory,High_resolution,Before_2015,983,Around_40k,Around_50k
1847,12.7,yes,Less_memory,High_resolution,After_2015,961,Around_40k,Around_50k
1848,12.88,yes,Moderate_memory,High_resolution,Before_2015,931,More_than_50k,More_than_60k
1849,12.88,yes,Moderate_memory,High_resolution,Before_2015,820,More_than_50k,More_than_60k
1850,12.75,yes,Moderate_memory,High_resolution,Before_2015,692,More_than_50k,More_than_60k
1851,12.75,yes,Moderate_memory,High_resolution,Before_2015,751,Around_40k,More_than_60k
1852,10.34,yes,Moderate_memory,Low_resolution,Before_2015,790,Less_than_30k,Less_than_40k
1853,12.7,no,Moderate_memory,High_resolution,Before_2015,965,Less_than_30k,Less_than_40k
1854,10.16,no,Moderate_memory,Low_resolution,Before_2015,890,Less_than_30k,Less_than_40k
1855,12.88,yes,Moderate_memory,High_resolution,Before_2015,823,Around_40k,Around_50k
1856,12.88,yes,Moderate_memory,High_resolution,Before_2015,956,Around_40k,Around_50k
1857,12.88,no,Moderate_memory,High_resolution,Before_2015,949,Around_40k,Around_50k
1858,12.88,no,Moderate_memory,High_resolution,Before_2015,937,Around_40k,Around_50k
1859,12.7,yes,Moderate_memory,Low_resolution,Before_2015,874,Around_40k,Around_50k
1860,12.7,yes,Moderate_memory,Low_resolution,Before_2015,564,Around_40k,Around_50k
1861,12.7,no,Moderate_memory,Low_resolution,Before_2015,1017,Around_40k,Around_50k
1862,10.16,no,Moderate_memory,Low_resolution,Before_2015,1083,Less_than_30k,Less_than_40k
1863,10.16,no,Moderate_memory,Low_resolution,Before_2015,696,Less_than_30k,Less_than_40k
1864,10.16,no,Moderate_memory,Low_resolution,Before_2015,670,Less_than_30k,Less_than_40k
1865,10.16,no,Moderate_memory,Low_resolution,Before_2015,708,Less_than_30k,Less_than_40k
1866,12.7,no,Moderate_memory,High_resolution,Before_2015,683,Less_than_30k,Less_than_40k
1867,12.7,no,Moderate_memory,High_resolution,Before_2015,1089,Less_than_30k,Less_than_40k
1868,15.29,yes,Moderate_memory,High_resolution,After_2015,390,Around_40k,More_than_60k
1869,15.29,yes,Moderate_memory,High_resolution,After_2015,368,Around_40k,Around_50k
1870,15.29,yes,Moderate_memory,High_resolution,After_2015,280,Around_40k,Around_50k
1871,12.88,yes,Moderate_memory,High_resolution,After_2015,496,Around_40k,Around_50k
1872,12.93,yes,Moderate_memory,High_resolution,After_2015,447,Around_40k,Around_50k
1873,15.29,yes,Moderate_memory,High_resolution,After_2015,373,Around_40k,Around_50k
1874,15.27,yes,More_memory,High_resolution,After_2015,706,Around_40k,More_than_60k
1875,14.83,yes,Less_memory,High_resolution,After_2015,660,Less_than_30k,Less_than_40k
1876,12.75,yes,Less_memory,High_resolution,After_2015,598,Around_40k,Less_than_40k
1877,15.24,yes,Moderate_memory,High_resolution,After_2015,634,Around_40k,Around_50k
1878,12.88,yes,Less_memory,High_resolution,After_2015,426,Around_40k,Around_50k
1879,12.88,yes,Moderate_memory,High_resolution,After_2015,533,Around_40k,Around_50k
1880,15.29,yes,Moderate_memory,High_resolution,After_2015,438,More_than_50k,More_than_60k
1881,12.93,yes,Moderate_memory,High_resolution,After_2015,567,Around_40k,Around_50k
1882,12.88,yes,Moderate_memory,High_resolution,After_2015,561,Around_40k,Around_50k
1883,12.75,yes,Moderate_memory,High_resolution,After_2015,564,More_than_50k,Around_50k
1884,12.83,yes,Moderate_memory,High_resolution,After_2015,821,Around_40k,Around_50k
1885,12.75,yes,Moderate_memory,High_resolution,After_2015,573,Around_40k,Around_50k
1886,12.83,yes,Moderate_memory,High_resolution,After_2015,558,More_than_50k,More_than_60k
1887,12.83,yes,Less_memory,High_resolution,After_2015,874,Around_40k,Less_than_40k
1888,12.7,yes,Less_memory,High_resolution,After_2015,666,Around_40k,Around_50k
1889,12.83,yes,Moderate_memory,High_resolution,After_2015,842,Around_40k,Around_50k
1890,12.7,yes,Less_memory,Low_resolution,After_2015,746,Less_than_30k,Around_50k
1891,12.7,yes,Moderate_memory,Low_resolution,After_2015,803,Around_40k,Less_than_40k
1892,12.75,yes,Moderate_memory,High_resolution,After_2015,873,Around_40k,Around_50k
1893,12.7,yes,Less_memory,High_resolution,After_2015,578,Around_40k,Around_50k
1894,12.83,yes,Moderate_memory,High_resolution,After_2015,554,Around_40k,Around_50k
1895,12.7,yes,Less_memory,High_resolution,After_2015,917,Around_40k,Around_50k
1896,12.83,yes,Moderate_memory,High_resolution,After_2015,904,Around_40k,Around_50k
1897,12.7,yes,Moderate_memory,High_resolution,After_2015,659,Around_40k,Less_than_40k
1898,12.83,yes,Moderate_memory,High_resolution,After_2015,1041,Around_40k,Around_50k
1899,12.83,yes,Moderate_memory,High_resolution,After_2015,694,Around_40k,Around_50k
1900,12.83,yes,Moderate_memory,High_resolution,After_2015,827,Around_40k,Around_50k
1901,12.83,yes,Less_memory,High_resolution,After_2015,667,Around_40k,Around_50k
1902,12.7,yes,Moderate_memory,High_resolution,After_2015,563,Less_than_30k,Around_50k
1903,12.7,yes,Less_memory,High_resolution,Before_2015,833,Around_40k,Around_50k
1904,12.8,yes,Moderate_memory,High_resolution,Before_2015,582,Around_40k,More_than_60k
1905,12.8,yes,Moderate_memory,High_resolution,Before_2015,905,Around_40k,More_than_60k
1906,12.83,yes,Less_memory,High_resolution,Before_2015,749,Around_40k,More_than_60k
1907,12.88,yes,Less_memory,High_resolution,Before_2015,1020,More_than_50k,Around_50k
1908,12.83,yes,Less_memory,High_resolution,Before_2015,694,Around_40k,Around_50k
1909,12.83,yes,Less_memory,High_resolution,Before_2015,586,Around_40k,Around_50k
1910,12.7,yes,Moderate_memory,High_resolution,Before_2015,820,Around_40k,Around_50k
1911,12.7,yes,Moderate_memory,High_resolution,Before_2015,608,Around_40k,Around_50k
1912,10.29,yes,Moderate_memory,Low_resolution,Before_2015,579,Less_than_30k,Less_than_40k
1913,10.29,yes,Moderate_memory,Low_resolution,Before_2015,842,Less_than_30k,Around_50k
1914,12.7,yes,Moderate_memory,Low_resolution,Before_2015,863,Around_40k,Around_50k
1915,12.7,yes,Moderate_memory,Low_resolution,Before_2015,613,Less_than_30k,Around_50k
1916,12.75,yes,Moderate_memory,Low_resolution,Before_2015,768,Around_40k,More_than_60k
1917,12.75,yes,Moderate_memory,Low_resolution,Before_2015,564,More_than_50k,More_than_60k
1918,15.14,yes,Moderate_memory,Low_resolution,Before_2015,739,Around_40k,More_than_60k
1919,12.75,yes,Less_memory,Low_resolution,Before_2015,572,Around_40k,More_than_60k
1920,12.7,no,Moderate_memory,Low_resolution,Before_2015,808,Around_40k,Around_50k
1921,12.7,no,Moderate_memory,Low_resolution,Before_2015,1072,Around_40k,Around_50k
1922,10.29,yes,Moderate_memory,Low_resolution,Before_2015,927,Around_40k,Around_50k
1923,10.24,yes,Moderate_memory,Low_resolution,Before_2015,634,Less_than_30k,Around_50k
1924,10.24,no,Less_memory,Low_resolution,Before_2015,959,Less_than_30k,Less_than_40k
1925,10.24,no,Less_memory,Low_resolution,Before_2015,979,Less_than_30k,Less_than_40k
1926,10.29,no,Moderate_memory,Low_resolution,Before_2015,821,Less_than_30k,Around_50k
1935,16.23,yes,More_memory,High_resolution,After_2015,188,Around_40k,More_than_60k
1936,15.21,yes,More_memory,High_resolution,After_2015,294,More_than_50k,More_than_60k
1937,14.5,yes,Moderate_memory,High_resolution,After_2015,492,Around_40k,Around_50k
1938,15.9,yes,Moderate_memory,High_resolution,After_2015,317,Around_40k,Around_50k
1939,13.84,yes,Moderate_memory,High_resolution,After_2015,226,Around_40k,Less_than_40k
1940,15.7,yes,Moderate_memory,High_resolution,After_2015,485,Around_40k,More_than_60k
1941,15.24,yes,Moderate_memory,High_resolution,After_2015,642,Around_40k,Around_50k
1942,14.83,yes,Moderate_memory,High_resolution,After_2015,634,Around_40k,More_than_60k
1943,12.9,yes,Moderate_memory,High_resolution,After_2015,648,Around_40k,Around_50k
1944,14.88,yes,Moderate_memory,High_resolution,After_2015,525,Around_40k,Around_50k
1945,12.83,yes,Moderate_memory,High_resolution,After_2015,586,Around_40k,Around_50k
1946,12.75,yes,Moderate_memory,High_resolution,After_2015,469,Around_40k,Around_50k
1947,12.83,yes,Moderate_memory,High_resolution,After_2015,635,Around_40k,Less_than_40k
1949,12.83,yes,More_memory,High_resolution,After_2015,604,More_than_50k,More_than_60k
1950,15.24,yes,Moderate_memory,High_resolution,After_2015,704,Around_40k,More_than_60k
1951,12.83,yes,Moderate_memory,High_resolution,After_2015,611,More_than_50k,Around_50k
1952,10.29,yes,Moderate_memory,Low_resolution,After_2015,601,Less_than_30k,Less_than_40k
1954,12.7,yes,Moderate_memory,High_resolution,After_2015,564,Around_40k,Less_than_40k
1955,12.75,yes,Moderate_memory,High_resolution,After_2015,597,Around_40k,Around_50k
1957,12.78,yes,More_memory,High_resolution,After_2015,558,More_than_50k,More_than_60k
1958,12.7,yes,Less_memory,High_resolution,After_2015,745,Around_40k,Around_50k
1959,12.75,yes,Less_memory,High_resolution,After_2015,821,Around_40k,Around_50k
1960,12.83,yes,Moderate_memory,High_resolution,After_2015,540,Around_40k,Around_50k
1967,10.29,yes,Moderate_memory,Low_resolution,Before_2015,809,Less_than_30k,Less_than_40k
1968,18.01,no,Moderate_memory,High_resolution,Before_2015,893,Around_40k,More_than_60k
1969,10.34,no,Moderate_memory,High_resolution,Before_2015,601,Less_than_30k,Around_50k
1970,10.34,yes,Moderate_memory,High_resolution,Before_2015,1045,Around_40k,Around_50k
1971,12.7,yes,Less_memory,Low_resolution,Before_2015,679,Around_40k,More_than_60k
1972,10.16,no,Less_memory,Low_resolution,Before_2015,1055,Less_than_30k,Less_than_40k
1973,10.16,no,Less_memory,Low_resolution,Before_2015,1062,Less_than_30k,Less_than_40k
1974,10.24,no,Less_memory,Low_resolution,Before_2015,571,Less_than_30k,Less_than_40k
1977,12.7,yes,Moderate_memory,Low_resolution,Before_2015,825,Around_40k,More_than_60k
1978,10.29,yes,Moderate_memory,Low_resolution,Before_2015,851,Less_than_30k,Less_than_40k
1979,10.29,no,Moderate_memory,Low_resolution,Before_2015,825,Around_40k,Around_50k
1980,10.29,no,Moderate_memory,Low_resolution,Before_2015,573,Less_than_30k,Less_than_40k
1981,12.7,no,Less_memory,Low_resolution,Before_2015,1093,Less_than_30k,Less_than_40k
1982,10.16,no,Less_memory,Low_resolution,Before_2015,903,Less_than_30k,Around_50k
1983,10.16,no,Less_memory,Low_resolution,Before_2015,645,Less_than_30k,Less_than_40k
1986,12.7,yes,Moderate_memory,Low_resolution,Before_2015,881,More_than_50k,More_than_60k
2007,20.32,no,Less_memory,High_resolution,Before_2015,694,Around_40k,Around_50k
2008,20.32,yes,Moderate_memory,High_resolution,Before_2015,918,More_than_50k,More_than_60k
2009,20.32,no,Less_memory,High_resolution,Before_2015,720,Around_40k,Around_50k
2010,12.83,yes,Moderate_memory,High_resolution,After_2015,986,More_than_50k,More_than_60k
2011,12.7,yes,Less_memory,High_resolution,Before_2015,1050,Around_40k,Around_50k
2012,12.83,yes,Moderate_memory,High_resolution,After_2015,996,Around_40k,More_than_60k
2013,12.83,yes,Less_memory,High_resolution,Before_2015,913,More_than_50k,More_than_60k
2014,12.83,yes,Less_memory,High_resolution,Before_2015,616,Around_40k,Around_50k
2015,15.39,yes,More_memory,High_resolution,After_2015,252,More_than_50k,More_than_60k
2016,15.34,yes,More_memory,High_resolution,After_2015,366,More_than_50k,More_than_60k
