screen_size,battery,weight,normalized_used_price
12.7,1905.0,146.0,3.808438689
12.7,1905.0,146.0,3.808438689
16.43,4200.0,192.0,5.426578646
15.27,3650.0,165.0,5.022959044
15.62,3340.0,159.0,5.095956354
15.62,3340.0,159.0,4.882650396
15.47,3020.0,150.0,4.439233658
15.77,3400.0,160.0,4.469006761
18.08,5000.0,210.0,5.003409249
20.32,4500.0,295.0,5.887797042
20.32,5100.0,310.0,4.747884288
15.47,3020.0,150.0,4.212127598
15.47,3020.0,150.0,4.246636373
15.9,4000.0,168.0,4.439587745
15.9,4000.0,168.0,4.687026632
15.9,4000.0,168.0,4.713396591
13.84,3020.0,142.0,4.001498012
15.34,3750.0,172.0,5.296666004
15.77,3400.0,160.0,4.92180408
16.23,4200.0,187.0,6.109092015
17.83,5000.0,232.0,4.885525483
16.23,4200.0,189.0,5.496676301
16.59,4000.0,188.0,4.901415489
25.43,5100.0,460.0,4.6226171
25.43,7500.0,475.0,5.232978525
15.37,4000.0,173.0,4.53635587
15.32,3750.0,172.0,4.721440968
15.77,3400.0,160.0,4.855306142
15.32,3340.0,169.0,4.81510691
15.32,3750.0,166.0,4.944353031
13.84,3020.0,142.0,4.037950562
12.7,2280.0,175.0,3.999117712
12.7,2280.0,175.0,3.999117712
12.7,2800.0,137.0,3.91939576
12.7,2800.0,137.0,3.91939576
12.88,3000.0,150.0,4.416669578
12.88,3000.0,150.0,4.091005661
15.24,4000.0,183.0,5.523019702
15.27,4000.0,180.0,4.701843073
12.9,3400.0,165.0,4.694645192
14.83,3000.0,145.0,4.626246512
15.21,3000.0,155.0,4.282620578
15.21,3000.0,155.0,4.515573652
15.21,3000.0,155.0,4.508769412
15.06,4000.0,170.0,4.773984259
25.6,7500.0,498.0,4.976457842
25.6,7500.0,498.0,4.888919535
20.42,5100.0,316.0,4.617395156
14.35,3000.0,143.0,4.480400299
15.24,3340.0,169.0,4.858416081
15.24,4000.0,178.0,4.673296015
15.24,4000.0,178.0,5.13996621
12.93,4000.0,186.0,4.260847213
12.93,3340.0,164.0,4.494797129
12.83,4000.0,165.0,4.643621372
12.83,4000.0,165.0,4.643621372
12.83,3000.0,168.0,4.657857508
12.83,3000.0,168.0,4.657857508
20.32,4800.0,310.0,4.853903508
23.01,4800.0,460.0,4.815269024
25.43,6660.0,310.0,4.668426636
12.83,3340.0,169.0,5.052097084
12.7,2950.0,143.0,4.469923037
12.7,2200.0,140.0,4.432600921
20.32,4800.0,350.0,4.531738908
17.78,3340.0,250.0,4.211238314
12.83,4000.0,165.0,4.383275854
12.83,4000.0,165.0,4.383275854
12.83,4000.0,165.0,4.383275854
12.83,3000.0,155.0,4.928122873
12.83,3000.0,155.0,4.928122873
12.83,3000.0,155.0,4.928122873
12.83,5000.0,189.0,4.336767728
12.83,5000.0,189.0,4.336767728
12.83,5000.0,189.0,4.336767728
12.7,3000.0,150.0,4.367293635
12.7,3000.0,150.0,4.140750935
12.7,2200.0,175.0,4.146778872
12.83,3750.0,165.0,4.406597289
12.73,3200.0,145.0,4.08832649
12.75,3000.0,146.0,4.401338946
12.75,3000.0,147.0,4.194793034
12.7,3020.0,138.0,4.694553747
12.83,4000.0,169.0,4.638314785
12.83,4000.0,169.0,5.790082488
12.93,4000.0,190.0,4.677025623
12.7,4100.0,145.0,4.175156205
20.42,5100.0,326.0,4.939783553
12.83,3340.0,160.0,4.859889921
12.83,3340.0,160.0,4.859889921
12.83,3200.0,153.0,5.00354354
12.83,3200.0,153.0,5.00354354
12.7,3020.0,146.0,4.599554447
25.4,6660.0,495.0,4.870069696
17.78,4360.0,250.0,4.767629114
17.78,4100.0,278.0,4.097506226
12.83,3340.0,160.0,4.98620598
17.78,4100.0,278.0,4.384024637
17.78,4360.0,250.0,4.666171208
10.29,2100.0,150.0,3.694612986
12.7,2200.0,135.0,4.111037785
12.75,3000.0,144.0,4.427477898
25.43,6660.0,500.0,4.94883081
12.7,2200.0,135.0,4.579236804
12.7,2200.0,135.0,4.579236804
12.7,2800.0,172.0,4.106767082
12.7,2800.0,172.0,4.106767082
15.24,4000.0,185.0,4.878322207
12.83,3000.0,167.0,4.588125751
12.7,4000.0,160.0,4.351438553
12.88,3450.0,178.0,4.527640983
12.7,2200.0,125.0,4.157006323
20.32,4800.0,330.0,4.83540851
10.29,2000.0,141.5,3.936325298
12.7,2000.0,160.0,4.019261756
12.7,2200.0,131.0,4.460491175
12.7,2200.0,131.0,4.460491175
12.7,2200.0,150.0,4.662872896
12.7,2200.0,150.0,4.662872896
12.7,2200.0,131.0,4.307976353
15.44,4360.0,228.0,5.097791105
12.75,2680.0,144.0,4.725616339
12.7,2200.0,150.0,4.039360254
17.78,5000.0,239.0,4.58629313
12.7,2000.0,178.0,4.097173889
10.29,1950.0,160.0,4.01186834
10.29,1750.0,150.0,3.509154523
7.75,1350.0,130.0,3.735524462
15.24,3500.0,173.0,4.398023008
15.24,4100.0,185.0,5.090308703
23.01,4800.0,433.0,4.497139442
20.32,4800.0,360.0,4.548705649
17.78,4100.0,278.0,4.32823021
12.7,2000.0,160.0,3.977623463
10.29,2000.0,153.0,3.730021397
12.83,3000.0,165.0,4.802380355
15.24,4100.0,185.0,4.364371699
10.16,1500.0,126.0,3.540379446
12.7,2500.0,124.0,4.301494224
12.7,2500.0,124.0,4.301494224
12.7,2000.0,167.9,3.969914484
12.7,2000.0,167.9,3.969914484
10.29,2000.0,115.0,4.412313327
12.83,2300.0,180.0,4.184794465
12.7,2100.0,180.0,3.874943997
25.43,6600.0,620.0,4.898436637
10.29,2000.0,115.0,4.362716386
10.29,2000.0,115.0,3.897112393
20.32,4800.0,329.0,4.564452353
17.78,5000.0,239.0,5.058281948
10.29,1750.0,145.0,3.555633735
10.29,1750.0,145.0,3.555633735
10.29,1800.0,136.0,3.613077741
10.29,1800.0,136.0,3.613077741
17.78,4100.0,350.0,4.435211888
10.34,2000.0,120.0,4.161379964
15.27,4050.0,202.0,4.862676516
10.29,1730.0,150.0,3.471966453
10.29,2000.0,138.0,3.966700567
17.78,4100.0,335.0,4.362461479
17.78,4000.0,293.0,4.25177557
10.29,1950.0,150.0,4.363480717
10.29,2000.0,130.0,3.584906864
12.7,2500.0,150.0,3.930255774
19.94,4450.0,384.0,4.368054477
10.29,1700.0,138.0,3.463546007
12.7,2000.0,134.0,4.249637447
12.7,2100.0,175.0,4.28661645
10.16,2000.0,130.0,3.654546775
10.16,2000.0,129.0,3.309082093
12.83,2000.0,134.0,4.077367938
12.7,2000.0,134.0,4.482437421
12.7,2000.0,134.0,4.532599493
12.7,2300.0,143.0,4.245490733
12.7,2300.0,143.0,4.245490733
12.7,2300.0,143.0,4.245490733
12.7,1905.0,146.0,3.930059368
12.7,1905.0,146.0,3.930059368
12.7,1905.0,146.0,3.930059368
12.7,2500.0,141.0,4.678606504
12.7,2500.0,141.0,4.678606504
12.7,2500.0,141.0,4.678606504
12.7,2500.0,158.0,4.579442037
12.7,2500.0,158.0,4.579442037
12.7,2500.0,158.0,4.579442037
7.85,1350.0,134.0,3.473828073
10.16,1625.0,114.5,3.231989464
10.16,1560.0,134.1,3.640214282
10.24,1625.0,126.5,3.697591395
10.24,1850.0,122.0,3.91442013
10.29,3100.0,200.0,4.595422835
10.29,3100.0,187.1,4.344065128
12.83,3020.0,163.0,4.3447141
12.83,3000.0,153.2,4.540204907
12.83,3000.0,153.2,4.540204907
12.83,3500.0,165.0,4.590969837
12.83,3500.0,165.0,4.590969837
12.7,2500.0,142.0,4.264790325
12.7,2500.0,142.0,4.264790325
12.7,2300.0,133.0,4.021415382
12.7,2300.0,133.0,4.021415382
12.7,2500.0,128.0,4.3031187
12.7,2500.0,128.0,4.3031187
12.7,2400.0,151.0,4.196600263
12.7,2400.0,151.0,4.196600263
12.83,2560.0,135.0,4.26969745
12.7,2200.0,152.0,4.205885937
12.7,2600.0,130.0,4.100326634
12.7,4000.0,174.0,3.926517452
12.7,4000.0,174.0,3.926517452
12.7,4000.0,174.0,3.926517452
12.7,4000.0,160.0,4.239742765
12.7,4000.0,160.0,4.239742765
12.7,4000.0,160.0,4.239742765
12.7,2000.0,146.5,3.891820298
12.7,2000.0,146.5,3.891820298
12.7,2000.0,146.5,3.891820298
10.16,1950.0,136.0,3.84865713
12.7,3000.0,160.0,4.116758157
12.7,2000.0,127.0,3.853546076
10.34,2000.0,116.0,3.966321779
10.29,2100.0,138.0,4.008060194
10.16,1700.0,136.0,3.690627925
12.83,2000.0,177.0,3.863672744
10.34,2000.0,112.0,4.004237489
10.34,2000.0,114.0,4.38688979
12.83,4000.0,168.0,4.786908239
12.83,4000.0,168.0,4.786908239
12.83,3000.0,180.0,4.827113017
12.83,3000.0,180.0,4.827113017
12.83,4070.0,175.0,4.980725764
12.83,4070.0,175.0,4.980725764
12.83,2250.0,174.0,3.780546643
12.83,2250.0,174.0,3.780546643
12.88,3100.0,185.0,4.595220855
12.83,3000.0,153.0,4.255896358
12.83,3000.0,153.0,4.255896358
12.83,3000.0,169.0,4.508769412
12.83,3000.0,169.0,4.508769412
16.08,3400.0,204.0,4.746409298
15.8,3300.0,161.0,4.429983118
17.65,5180.0,195.0,4.774237627
15.29,3500.0,170.0,4.543720224
15.32,3300.0,172.0,4.825269107
16.23,3350.0,210.0,5.174226981
16.23,3350.0,210.0,4.685551298
15.29,3500.0,170.0,4.455044727
15.21,4050.0,165.0,4.341074423
15.29,3300.0,165.0,4.643910014
15.24,3760.0,176.0,4.610356713
13.84,4000.0,160.0,4.417755682
12.88,3000.0,160.0,4.389126372
12.88,3000.0,155.0,4.32227663
12.88,3000.0,155.0,4.848978738
12.88,3000.0,153.8,4.286066244
17.78,3500.0,254.0,4.044278585
17.78,3500.0,260.0,3.993234261
12.75,4000.0,165.0,4.413646418
12.83,4000.0,180.0,4.482889551
12.83,4000.0,180.0,4.482889551
12.83,3400.0,155.0,4.374876131
12.83,3400.0,155.0,4.374876131
25.43,7000.0,475.0,4.990296523
25.43,7000.0,500.0,4.755312844
20.32,4850.0,300.0,4.71545854
20.32,4850.0,310.0,4.561218298
20.32,4250.0,329.0,4.712857991
12.7,2300.0,142.0,4.26941769
12.7,2300.0,142.0,4.26941769
12.7,4000.0,151.0,3.971234865
12.7,4000.0,151.0,3.971234865
12.7,2300.0,142.0,3.715521385
10.29,2000.0,144.0,3.674019591
10.29,2000.0,146.0,3.544142658
12.83,4000.0,169.0,4.856706812
12.83,4000.0,169.0,4.856706812
12.83,3060.0,175.0,4.508108473
12.83,3060.0,175.0,4.508108473
12.7,4000.0,145.0,4.305550476
12.7,3000.0,140.0,4.671519567
25.43,9300.0,637.0,4.91353685
10.16,1700.0,132.0,3.658420247
10.16,1700.0,132.0,3.658420247
10.16,1700.0,132.0,3.658420247
10.16,1600.0,146.5,3.054944133
10.16,1600.0,146.5,3.054944133
10.16,1600.0,146.5,3.054944133
10.16,2500.0,154.0,3.740285242
10.16,2500.0,154.0,3.740285242
10.16,2500.0,154.0,3.740285242
12.7,3500.0,155.6,4.138520925
12.7,2750.0,139.0,3.97724879
12.7,2750.0,139.0,3.97724879
12.7,2000.0,151.0,4.006605648
12.7,2000.0,151.0,4.006605648
15.34,4050.0,218.0,4.659753064
15.34,4050.0,225.0,4.44839941
15.34,4050.0,259.0,4.753676394
12.7,3500.0,149.0,4.458177162
12.7,2300.0,166.0,4.073120926
12.75,3100.0,145.0,4.84103251
25.43,7000.0,509.0,4.886054204
20.32,4290.0,329.0,4.431768727
17.78,3450.0,260.0,4.142975984
12.7,2750.0,142.0,4.171614198
12.7,2750.0,142.0,4.216562195
12.83,2900.0,150.0,4.124712099
12.83,4900.0,189.0,4.327438444
12.7,2750.0,142.0,4.09700768
12.7,2750.0,142.0,4.09700768
12.7,2750.0,142.0,4.09700768
12.7,2500.0,138.0,4.245204118
12.7,2500.0,138.0,4.245204118
12.7,2500.0,138.0,4.245204118
12.7,2350.0,154.0,4.052654135
12.7,2350.0,154.0,4.052654135
12.7,2350.0,154.0,4.052654135
12.7,2700.0,129.0,4.463145686
12.7,2700.0,129.0,4.463145686
12.7,2200.0,122.0,4.19328451
12.7,2200.0,122.0,4.19328451
12.83,3500.0,175.0,4.823984379
12.83,3500.0,175.0,4.823984379
12.83,3000.0,155.0,4.625854777
12.83,3000.0,155.0,4.625854777
12.7,2300.0,140.0,3.908617212
12.7,2300.0,140.0,3.908617212
12.7,3000.0,162.0,3.58240721
12.7,3000.0,162.0,3.58240721
25.43,3150.0,666.8,5.439990525
20.32,6200.0,467.2,4.716801002
10.16,2000.0,132.0,3.729781445
10.16,2000.0,132.0,3.729781445
10.16,2000.0,132.0,3.729781445
10.16,1430.0,129.0,3.739572568
10.16,1430.0,129.0,3.739572568
10.16,1430.0,129.0,3.739572568
10.16,1750.0,155.0,3.667400422
10.16,1750.0,155.0,3.667400422
10.16,1750.0,155.0,3.667400422
17.73,4250.0,250.0,4.588634217
15.44,3500.0,229.0,4.303524407
12.83,5000.0,189.0,4.820039601
12.83,5000.0,189.0,4.820039601
12.83,3250.0,175.0,4.453882072
12.83,3250.0,175.0,4.453882072
12.7,2300.0,128.0,4.513602992
12.7,2300.0,128.0,4.156379953
12.7,4000.0,148.0,4.243051882
12.7,2420.0,132.0,4.759177998
12.7,2420.0,132.0,4.759177998
12.7,2000.0,165.0,4.050392675
12.7,2000.0,165.0,4.050392675
12.83,4100.0,175.0,4.511189123
10.29,2000.0,137.0,3.643097261
10.29,2000.0,137.0,3.643097261
10.29,2100.0,133.5,3.575430762
10.29,2100.0,133.5,3.575430762
12.7,2300.0,157.0,3.784416881
12.7,2150.0,128.0,4.778030459
12.7,2300.0,128.0,3.883211924
10.16,1500.0,117.0,3.461037382
12.83,3000.0,150.0,4.44828243
12.83,3000.0,150.0,4.44828243
12.83,2910.0,141.0,4.421487704
12.83,2910.0,141.0,4.421487704
12.7,3000.0,145.0,4.49635928
12.83,2900.0,140.0,4.546163005
25.43,7000.0,509.0,4.685920336
20.32,4290.0,360.0,4.510859507
12.7,4000.0,149.0,4.424846632
17.78,3450.0,269.0,4.128423876
17.78,3450.0,269.0,3.967079211
12.83,4000.0,156.0,4.433907257
12.78,2410.0,140.0,4.382401564
12.7,2300.0,128.0,3.671224519
12.7,2300.0,128.0,3.671224519
12.7,4000.0,152.0,4.083957469
12.7,4000.0,152.0,4.083957469
15.24,3300.0,170.0,4.495801649
12.83,2500.0,173.0,4.385395952
12.83,2500.0,175.0,4.319086835
12.83,2500.0,175.0,4.319086835
12.83,4000.0,172.0,4.178532513
12.83,4000.0,172.0,4.178532513
10.16,1500.0,130.0,3.515418526
12.7,2300.0,129.0,4.43627805
12.7,2000.0,170.0,4.11887456
25.43,9600.0,619.0,5.224617004
20.32,4290.0,299.0,4.532169293
12.83,3000.0,158.0,4.712588583
12.83,2500.0,161.0,4.130033405
15.24,4000.0,179.0,4.977216385
12.7,2500.0,180.0,4.572853585
12.78,2000.0,146.0,4.122770036
15.24,3000.0,171.5,3.954507617
15.24,2500.0,192.0,4.241614481
15.24,2500.0,192.0,4.241614481
15.24,3000.0,120.0,4.225519013
15.24,3000.0,120.0,4.225519013
12.7,2000.0,165.0,3.90479696
10.16,1300.0,121.0,3.263466708
10.29,2000.0,145.0,3.401863826
10.29,2000.0,145.0,3.401863826
10.29,1650.0,142.0,3.744314161
10.29,1650.0,142.0,3.744314161
25.43,6340.0,550.0,4.614328124
20.32,4200.0,360.0,4.626050664
17.78,3450.0,320.0,4.235120483
17.78,3500.0,327.0,4.132603274
25.43,9000.0,615.0,4.824466346
12.78,4000.0,190.0,4.207822046
12.7,2000.0,140.0,4.043752776
10.34,3000.0,151.0,4.086144366
15.24,2500.0,196.0,3.801091445
12.7,2250.0,163.3,4.271095074
12.83,3000.0,145.2,5.085495364
12.83,2300.0,153.0,4.680370419
15.34,4000.0,183.0,5.620183451
15.34,4000.0,183.0,5.620183451
15.34,4000.0,169.0,4.76037745
15.34,4000.0,169.0,4.76037745
15.27,3500.0,167.0,5.431010908
15.27,3000.0,159.0,4.624678652
15.34,3300.0,169.0,5.004885462
15.27,3000.0,156.0,4.523526197
15.27,3000.0,156.0,4.523526197
15.27,4000.0,190.0,5.370079733
15.27,4000.0,190.0,5.370079733
15.29,3300.0,172.0,5.184588601
12.78,3000.0,169.0,4.818101772
15.29,3300.0,172.0,4.582822322
15.29,3300.0,171.0,4.926311212
15.24,3300.0,157.0,5.161523515
15.24,3300.0,157.0,5.161523515
15.24,3800.0,185.0,5.161064773
15.24,3800.0,185.0,5.161064773
12.83,3000.0,145.0,4.518086079
15.27,3000.0,162.0,4.532707014
15.24,3300.0,158.0,5.400106512
12.78,3000.0,162.0,4.257596556
12.78,3000.0,172.3,4.635602393
15.24,3300.0,158.0,5.073610093
12.75,3000.0,146.0,4.631130288
12.83,3000.0,149.0,4.180675152
20.32,3000.0,290.0,4.558183395
12.75,4100.0,166.5,4.442768897
12.88,3300.0,163.0,4.44370952
12.83,4500.0,164.0,4.131640347
12.88,3080.0,150.0,4.79015486
12.88,3200.0,149.0,4.430578675
12.78,2800.0,141.8,3.971800209
12.78,2660.0,140.0,4.262679877
12.78,2800.0,144.0,4.368814741
12.7,2500.0,144.0,4.375127893
12.7,2500.0,143.0,4.07787637
10.29,2100.0,132.0,3.839022113
25.43,2660.0,510.0,5.124796966
12.88,3200.0,174.0,4.906089261
12.7,2100.0,122.0,3.969348072
12.83,2800.0,133.0,4.095510549
12.83,3000.0,150.0,4.72046123
20.32,2660.0,143.0,4.405254761
20.32,4800.0,309.0,4.768478804
12.78,4100.0,139.0,4.425684604
12.7,2100.0,121.0,4.049172844
12.7,2100.0,121.0,4.049172844
12.7,2500.0,154.0,4.259293869
12.7,2500.0,154.0,4.259293869
12.88,2900.0,146.0,4.512945242
12.88,3000.0,144.6,4.209011637
12.88,3000.0,144.6,4.209011637
12.88,3000.0,153.0,5.245127538
12.88,3000.0,153.0,5.245127538
12.7,1900.0,128.0,3.646754528
10.29,1940.0,127.0,3.696103299
12.78,2800.0,156.0,4.368434681
12.78,2800.0,159.0,4.754710253
12.75,2520.0,118.0,4.31455047
12.52,2300.0,120.0,4.493568009
12.7,2125.0,157.0,4.240030949
12.88,3000.0,145.0,4.568609931
12.78,2300.0,142.0,4.108576144
12.7,2125.0,161.0,4.235120483
12.7,2125.0,161.0,4.235120483
12.7,2125.0,161.0,4.235120483
12.7,2800.0,145.0,4.277082699
12.7,2800.0,145.0,4.277082699
12.7,2800.0,145.0,4.277082699
12.7,2630.0,136.0,4.375127893
12.7,2630.0,136.0,4.375127893
12.7,2630.0,136.0,4.375127893
10.29,1940.0,120.0,4.020518602
12.83,3000.0,158.0,4.437934267
12.88,3000.0,169.8,4.474491862
12.88,3000.0,192.0,4.764393692
12.88,2800.0,154.0,5.200208273
12.75,2700.0,136.0,4.174541104
25.43,7400.0,489.0,4.751432693
20.32,4200.0,347.0,4.401706705
7.67,1700.0,143.0,3.619797293
10.29,1900.0,138.9,3.503453082
12.7,2540.0,155.0,3.909219078
12.75,2300.0,139.0,3.983226764
12.75,2300.0,139.0,3.983226764
12.75,3000.0,160.0,4.460606735
12.75,3000.0,160.0,4.460606735
7.62,950.0,125.0,3.839452313
12.7,2540.0,136.0,4.230913005
12.83,3000.0,155.0,4.634631896
12.83,3000.0,155.0,4.634631896
12.83,3000.0,154.0,4.647942278
12.83,3000.0,154.0,4.647942278
12.88,3000.0,165.9,4.186619838
12.88,3000.0,163.0,4.524285457
12.7,2610.0,135.0,4.161847435
12.7,2540.0,137.0,3.946037884
12.7,2330.0,146.0,4.566117459
10.34,2100.0,124.4,4.029806041
10.29,1900.0,140.0,3.645710959
10.16,1900.0,128.0,3.731220295
10.29,2100.0,138.9,3.435920818
10.29,1820.0,153.7,3.999667515
12.83,3000.0,149.0,4.410978457
12.93,3000.0,182.0,4.115616697
10.29,2100.0,129.6,3.97724879
10.24,1540.0,119.0,3.2820384
10.24,1700.0,140.45,3.781686504
12.83,3000.0,163.0,4.711779921
12.7,2540.0,137.0,3.819907717
10.29,1900.0,145.0,3.637059705
10.29,1900.0,145.0,3.637059705
10.29,2100.0,150.0,3.909820582
10.29,2100.0,150.0,3.909820582
20.32,4200.0,344.0,4.29837325
12.88,3200.0,167.0,4.185403293
12.75,2610.0,146.8,4.130676491
17.78,4000.0,294.8,4.485485343
10.16,1900.0,142.0,3.270708974
7.67,1540.0,140.45,3.384051223
12.88,3200.0,168.1,4.785823686
12.88,3200.0,168.1,4.785823686
12.88,3050.0,151.0,4.509099717
12.88,3050.0,151.0,4.509099717
12.83,3000.0,154.0,4.799831955
12.83,3000.0,154.0,4.799831955
12.83,3080.0,170.1,3.943715452
12.83,3080.0,170.1,3.943715452
12.7,2540.0,140.45,4.287853308
12.7,2540.0,140.45,4.287853308
12.7,1800.0,143.0,3.711863291
12.7,1800.0,143.0,3.711863291
12.7,2540.0,134.0,4.015120963
10.24,2100.0,127.0,4.025530246
12.83,3000.0,149.0,4.415944853
10.34,3000.0,136.1,3.763986927
25.43,8000.0,535.8,5.045229939
25.43,8000.0,523.0,4.803283068
20.32,4200.0,342.0,4.326381781
12.7,2540.0,140.45,3.762129916
10.34,2440.0,123.9,4.322143925
10.24,2100.0,126.0,3.988984047
20.4,4600.0,339.9,4.68203863
10.29,2440.0,129.6,3.354105774
10.34,2440.0,121.0,4.261975404
10.34,2440.0,121.0,4.071417058
10.34,2440.0,121.0,3.597312261
10.34,2540.0,125.0,3.867025639
10.34,2540.0,126.0,4.146620707
10.29,2100.0,126.6,3.776890331
7.75,2540.0,114.0,3.225255432
7.75,2540.0,113.4,3.047850228
12.93,3200.0,172.0,4.284551613
7.62,1540.0,104.6,3.676300672
10.16,2460.0,159.9,4.35105183
10.16,1700.0,100.0,3.911222685
10.16,1500.0,123.0,3.661508257
13.84,3000.0,150.0,4.515901718
13.84,3000.0,150.0,4.164803026
15.24,3600.0,168.0,4.608265391
15.29,3210.0,160.0,4.727830199
12.88,3100.0,159.0,4.529476342
12.88,3200.0,145.0,4.266054458
15.24,3100.0,154.0,4.979007019
15.24,3010.0,152.0,4.68914362
15.37,3570.0,182.0,4.936486295
13.84,3070.0,140.0,4.463030419
12.88,3300.0,145.0,4.194039056
15.11,3500.0,177.0,4.660604893
13.87,3000.0,152.0,4.543081994
13.87,3000.0,145.0,4.994980054
15.21,3360.0,160.0,4.825670246
12.75,3070.0,143.0,4.293195421
12.83,4000.0,173.0,4.537426534
12.83,4000.0,173.0,4.537426534
12.83,4000.0,173.0,4.537426534
12.83,4000.0,173.0,4.537426534
12.83,2620.0,180.0,4.108904714
12.83,2620.0,180.0,4.108904714
12.83,2620.0,180.0,4.108904714
12.83,2620.0,180.0,4.108904714
12.83,3000.0,155.0,4.60386934
12.83,3000.0,155.0,4.60386934
12.83,3000.0,155.0,4.60386934
12.83,3000.0,155.0,4.60386934
12.83,3000.0,160.0,4.342635907
12.83,3000.0,160.0,4.342635907
12.83,3000.0,160.0,4.342635907
12.83,3000.0,160.0,4.342635907
12.88,3500.0,170.0,5.202687136
12.75,3000.0,163.0,5.010768619
12.7,3235.0,135.0,3.947969132
12.75,3000.0,143.0,4.071417058
12.88,3400.0,158.0,5.127825562
12.83,3150.0,149.0,4.30662937
12.7,2760.0,139.0,4.065430552
12.83,3260.0,158.0,4.156693187
12.75,3060.0,163.0,5.122236297
12.75,3060.0,138.0,4.195395806
15.24,3060.0,189.0,4.814539304
12.83,3060.0,172.0,4.565805462
12.83,3060.0,155.0,4.457134107
12.7,3060.0,132.0,4.104129863
12.75,2560.0,160.0,4.923696642
12.83,3060.0,163.0,4.55902153
12.83,3140.0,149.0,4.428074948
12.83,3140.0,149.0,4.428074948
12.83,3100.0,162.5,4.51601105
12.83,3100.0,162.5,4.51601105
12.88,3050.0,168.0,4.846546506
12.7,3095.0,131.0,4.01259206
12.83,3150.0,149.0,4.794219064
12.83,3400.0,158.0,4.936701666
12.7,2500.0,128.0,4.388505601
12.7,4000.0,151.0,4.217004575
12.7,4000.0,151.0,4.217004575
12.7,2550.0,138.0,4.585273554
12.7,2550.0,138.0,4.585273554
10.16,1300.0,120.0,3.122364924
10.29,1800.0,140.0,3.886089623
12.83,3000.0,151.0,4.019980147
10.29,1800.0,151.0,3.804660487
10.29,1800.0,156.0,3.798182189
10.16,1600.0,159.0,3.831680253
12.7,2000.0,151.0,3.948162052
15.24,3000.0,159.0,4.032823706
12.7,2000.0,159.0,3.71210758
12.83,2500.0,159.0,4.182660643
10.29,1750.0,159.0,3.909820582
12.83,2500.0,159.0,4.148674907
12.83,3000.0,159.0,4.564035643
12.83,3000.0,159.0,4.564035643
12.83,3000.0,159.0,4.564035643
12.83,3600.0,181.0,4.604670061
12.83,3600.0,181.0,4.604670061
12.83,3600.0,181.0,4.604670061
12.83,3080.0,165.0,4.562993107
12.83,3080.0,165.0,4.562993107
12.83,3080.0,165.0,4.562993107
12.83,3000.0,162.0,4.44370952
12.7,3000.0,143.0,4.325985244
12.83,2500.0,145.0,4.429387206
10.34,2000.0,143.0,4.037950562
12.7,2500.0,143.0,4.378144107
12.75,2900.0,143.0,4.477109516
12.83,2820.0,143.0,4.401829262
12.7,2500.0,135.0,3.993234261
12.7,2000.0,156.0,3.814189645
7.75,1200.0,143.0,3.189652966
12.7,2800.0,144.0,4.348728349
12.7,2800.0,144.0,4.348728349
12.7,2000.0,133.0,4.330996464
12.7,2000.0,133.0,4.330996464
10.36,2000.0,97.0,4.573473099
20.32,4000.0,143.0,3.829293358
12.7,2260.0,143.0,4.169761202
12.7,2260.0,143.0,4.169761202
12.7,3000.0,162.0,4.527100531
12.7,3000.0,162.0,4.527100531
10.29,1700.0,136.0,3.58850648
15.24,3000.0,143.0,4.249637447
12.7,2400.0,143.0,4.437934267
10.34,2000.0,143.0,3.817492522
12.83,2820.0,143.0,3.860940215
10.34,2000.0,134.0,3.969348072
10.16,1200.0,123.0,3.341447377
10.16,1200.0,123.0,3.341447377
10.16,1200.0,120.0,3.183870216
10.16,1200.0,120.0,3.183870216
12.7,3000.0,170.0,4.140273494
10.16,1450.0,143.0,3.451890496
10.29,1700.0,143.0,3.626738058
10.16,1300.0,146.5,3.444895237
10.16,1300.0,146.5,3.444895237
10.16,2500.0,134.0,3.922369297
10.16,2500.0,134.0,3.922369297
10.16,2500.0,154.0,3.684118137
10.16,2500.0,154.0,3.684118137
10.29,2000.0,138.0,4.021953065
20.32,4400.0,310.5,4.580775029
17.78,3200.0,306.0,4.286478927
10.34,2300.0,138.0,4.71088064
12.7,3000.0,143.0,3.875359021
10.34,2000.0,123.0,4.091674334
10.29,1700.0,136.0,3.425889994
12.7,2500.0,146.5,4.213016092
10.16,2000.0,146.5,3.577947893
12.83,2350.0,146.0,4.343935284
12.7,2000.0,138.0,3.819249605
10.16,1750.0,146.5,3.629394807
12.83,2300.0,146.5,4.812428228
10.16,1500.0,146.5,3.749033377
10.16,2100.0,146.5,3.526360525
10.34,2000.0,158.0,3.854817532
12.7,1900.0,180.0,3.677565694
5.28,3000.0,146.5,2.351375257
12.7,2000.0,159.0,4.178379291
12.7,2000.0,168.0,4.057334737
12.7,2200.0,170.0,4.07090533
15.24,2500.0,202.0,3.769998505
12.7,1900.0,146.5,3.898532415
7.75,1500.0,146.5,2.96784707
12.7,2350.0,154.0,4.509649984
10.34,1800.0,110.0,3.958333908
10.29,1800.0,147.0,3.715764783
15.24,2450.0,180.0,4.172385267
12.7,2000.0,118.0,4.154027564
12.7,1800.0,190.0,4.061304708
12.7,2000.0,164.0,4.058199116
12.7,2100.0,150.0,4.176385273
17.78,2000.0,118.0,3.742894042
17.78,4000.0,276.0,4.062337766
12.7,2000.0,118.0,3.839022113
12.7,2500.0,154.0,3.891820298
12.7,2100.0,186.0,4.023206534
